Inscription: IE,Inscription: Order,Inscription: Title,Inscription: Object Type,Inscription: Type,Inscription: Suspected Ancient Location,Inscription: Date (Avg.),Inscription: Date Span,Inscription: Letter Height (m),Inscription: Letter Height Averaged,Inscription: Language,Inscription: Text,Inscription: Scrubbed Text,Inscription: Diplomatic Text,Inscription: Character Count,Inscription: Diplomatic Character Count,Inscription: Word Count,Inscription: Diplomatic Word Count,Inscription: Total Institutions,Inscription: Total Honors,Inscription: Total People,Inscription: Total Sponsors,Inscription: Total Honorands,Inscription: Total Athenians,Inscription: Total Romans,Inscription: ID,Inscription: Low Date,Inscription: Low Date Uncertainty,Inscription: High Date,Inscription: High Date Uncertainty,Inscription: Notes
274,11,Dedication in Honor of a Tamias,Base,Dedication,,-61.5,1,0.0095,True,Greek,vac 0 17 m ²in corona ² ἡ βουλὴ ἡ ἐπὶ Ἀρι σ ταίου τα μιεύ 5 σα ν τα , βουλὴ Ἀρι σ ταίου τα μιεύ σα ν τα , ἡ βουλὴ ἡ ἐπὶ Ἀρι σ ταίου μιεύ ν τα ,48,26,21,12,1,1,1,1,1,1,0,274,-62,False,-61,False,
275,12,"Statue Base for Medeios Medeiou Peiraieus, Exegete of the Eumolpidai",Base,Dedication,North of the Telesterion,-60.0,10,0.0200,,Greek,1 ἡ βουλὴ καὶ ὁ δῆμος Μήδειον Μηδείου Πειραιέα τὸν ἐξηγητὴν ἐκ τοῦ γένους τοῦ Εὐμολπιδῶν εὐσεβείας ἕνεκα τῆς πρὸς τὼ θεὼ καὶ ἐπιμελείας καὶ 5 φιλοτιμίας τῆς περὶ τὴν ἐξήγησιν τῶν ἱερῶν καὶ πατρίων Δήμητρι καὶ Κόρῃ ἀνέθηκαν vac 0 04 m 7 ἐπὶ ἱερείας Κλεοκρατείας τῆς Οἰνοφίλου Ἀφιδναίου θυγατρός , βουλὴ δῆμος Μήδειον Μηδείου Πειραιέα ἐξηγητὴν γένους Εὐμολπιδῶν εὐσεβείας ἕνεκα τὼ θεὼ ἐπιμελείας φιλοτιμίας ἐξήγησιν ἱερῶν πατρίων Δήμητρι Κόρῃ ἀνέθηκαν ἱερείας Κλεοκρατείας Οἰνοφίλου Ἀφιδναίου θυγατρός , ἡ βουλὴ καὶ ὁ δῆμος Μήδειον Μηδείου Πειραιέα τὸν ἐξηγητὴν ἐκ τοῦ γένους τοῦ Εὐμολπιδῶν εὐσεβείας ἕνεκα τῆς πρὸς τὼ θεὼ καὶ ἐπιμελείας καὶ φιλοτιμίας τῆς περὶ τὴν ἐξήγησιν τῶν ἱερῶν καὶ πατρίων Δήμητρι καὶ Κόρῃ ἀνέθηκαν ἐπὶ ἱερείας Κλεοκρατείας τῆς Οἰνοφίλου Ἀφιδναίου θυγατρός ,243,233,52,46,3,2,2,2,1,2,0,275,-65,False,-55,False,
276,13,Statue Base for Titus Pinarius,Base,Dedication,,-50.0,10,,,Greek,1 ὁ δῆμος Τίτον Πινάριον Τίτου υἱὸν ἀρετῆς ἕνεκα , δῆμος Τίτον Πινάριον Τίτου υἱὸν ἀρετῆς ἕνεκα , ὁ δῆμος Τίτον Πινάριον Τίτου υἱὸν ἀρετῆς ἕνεκα ,40,39,10,10,1,0,1,1,1,0,1,276,-55,False,-45,False,
277,14,"Statue Base for Sophokles Xenokleous Acharneus, Daduch",Base,Dedication,,-50.0,20,0.0260,True,Greek,1 Κτησίκλεια Ἀπολλωνίου Ἀχαρνέως θυγάτηρ τὸν ἑαυτῆς ἄνδρα Σοφοκλῆν Ξενοκλέους Ἀχαρνέα δᾳδουχήσαντα Δήμητρι καὶ Κόρηι ἀνέθηκεν , Κτησίκλεια Ἀπολλωνίου Ἀχαρνέως θυγάτηρ ἑαυτῆς ἄνδρα Σοφοκλῆν Ξενοκλέους Ἀχαρνέα δᾳδουχήσαντα Δήμητρι Κόρηι ἀνέθηκεν , Κτησίκλεια Ἀπολλωνίου Ἀχαρνέως θυγάτηρ τὸν ἑαυτῆς ἄνδρα Σοφοκλῆν Ξενοκλέους Ἀχαρνέα δᾳδουχήσαντα Δήμητρι καὶ Κόρηι ἀνέθηκεν ,110,109,17,17,0,1,2,1,1,2,0,277,-60,False,-40,False,
278,15,"Statue Base for Sophokles Xenokleous Acharneus, Daduch",Base,Dedication,,-50.0,20,,,Greek,1 Κτησίκλεια Ἀπολλωνίου Ἀχαρνέως θ υ γάτηρ τὸν ἑαυτῆς ἄνδρα Σοφοκλῆν Ξενοκλέους Ἀχαρνέα δᾳ 5 δουχήσαντα Δήμητρι καὶ Κόρηι δὶς ἀνέθηκεν , Κτησίκλεια Ἀπολλωνίου Ἀχαρνέως θ υ γάτηρ ἑαυτῆς ἄνδρα Σοφοκλῆν Ξενοκλέους Ἀχαρνέα δᾳ δουχήσαντα Δήμητρι Κόρηι δὶς ἀνέθηκεν , Κτησίκλεια Ἀπολλωνίου Ἀχαρνέως θ υ γάτηρ τὸν ἑαυτῆς ἄνδρα Σοφοκλῆν Ξενοκλέους Ἀχαρνέα δᾳ δουχήσαντα Δήμητρι καὶ Κόρηι δὶς ἀνέθηκεν ,114,112,22,21,0,1,2,1,0,2,0,278,-60,False,-40,False,
279,16,Statue Base for Unknown,Base,Dedication,,-50.0,20,0.0195,True,Greek,vacat spatium trium versuum ἐπὶ ἱερείας Κλεοκρατείας τῆς Οἰνοφίλου Ἀφ ιδναίου θυγατρός vacat, ἱερείας Κλεοκρατείας Οἰνοφίλου Ἀφ ιδναίου θυγατρός , ἐπὶ ἱερείας Κλεοκρατείας τῆς Οἰνοφίλου Ἀφ ιδναίου θυγατρός ,80,51,13,10,0,1,1,0,0,1,0,279,-60,False,-40,False,
280,17,"Statue Base for Kleo, Daughter of Dionysios Lakrateidou Ikarieus",Base,Dedication,Between the Propylaea,-50.0,20,0.0250,,Greek,1 ὁ δῆμος Κλεὼ Διονυσίου τοῦ Λακρατείδου Ἰκαριέως θυγατέρα , δῆμος Κλεὼ Διονυσίου Λακρατείδου Ἰκαριέως θυγατέρα , ὁ δῆμος Κλεὼ Διονυσίου τοῦ Λακρατείδου Ἰκαριέως θυγατέρα ,50,49,10,10,1,0,1,1,1,1,0,280,-60,False,-40,False,
281,18,Statue Base for Unknown,Base,Dedication,,-50.0,20,0.0210,,Greek,1 νε ωτέρου v Δήμητρι καὶ Κ όρηι vac 0 03 m 3 ἐπὶ ἱερήας Κλεοκρα τ ήας Οἰνοφίλου Ἀφιδ ναίου 5 θυγατρός , νε ωτέρου Δήμητρι Κ όρηι ἱερήας Κλεοκρα τ ήας Οἰνοφίλου Ἀφιδ ναίου θυγατρός , ωτέρου Δήμητρι καὶ Κ τ ήας ναίου ,80,26,24,9,0,1,1,0,0,1,0,281,-60,False,-40,False,
282,19,Statue Base for Unknown Hearth-Initiate,Stele,Dedication,Between the Propylaea,-50.0,20,0.0090,,Greek,1 ἐπὶ ἱε ρείας Χαιρίου τῆς Διονυσίου Μαραθωνίου θ υγατρός vac 0 08 m col I ²in corona ² ἡ βουλὴ ὁ δῆ μ ος ἀφ ἑστίας μυηθεῖσαν col II ²in corona ² ἡ βουλὴ ὁ δῆμος κανηφορ ή σασαν Σα 5 ράπιδι , ἱε ρείας Χαιρίου Διονυσίου Μαραθωνίου θ υγατρός βουλὴ δῆ μ ος ἀφ ἑστίας μυηθεῖσαν βουλὴ δῆμος κανηφορ ή σασαν Σα ράπιδι , ρείας Χαιρίου τῆς Διονυσίου Μαραθωνίου θ ἡ βουλὴ ὁ δῆος ἀφ ἑστίας μυηθεῖσαν ἡ βουλὴ ὁ δῆμος κανηφορ ή σασαν Σα ράπιδι ,147,96,44,24,2,3,3,2,1,3,0,282,-60,True,-40,True,
283,20,Statue Base for an Unknown Hearth-Initiate,Base,Dedication,Between the Propylaea,-50.0,20,,,Greek,col I 1 ἡ βουλὴ ²in corona ² 2 κανηφο ρήσασαν Ἴσιδι col II 1 ἡ βουλὴ ²in corona ² 2 ἀφ ἑστίας μυηθεῖσαν , βουλὴ κανηφο ρήσασαν Ἴσιδι βουλὴ ἀφ ἑστίας μυηθεῖσαν , ἡ βουλὴ κανηφο ρήσασαν Ἴσιδι ἡ βουλὴ ἀφ ἑστίας μυηθεῖσαν ,80,47,25,12,1,2,1,1,1,1,0,283,-60,True,-40,True,
284,21,Statue Base for Unknown,Base,Dedication,,-50.0,20,0.0135,True,Greek,1 ἐ πὶ ἱερέας , ἐ πὶ ἱερέας , ἐ πὶ ἱερέας ,10,9,5,5,0,1,1,0,0,1,0,284,-60,True,-40,False,
285,22,Statue Base for an Unknown Daduch of Hagnous,Base,Dedication,,-40.0,20,0.0265,True,Greek,1 ὁ δῆμος δαιδοῦχο ν Ἁγνού σ ι ον ἀρετῆς ἕνεκεν καὶ εὐνοίας τῆς εἰς ἑαυ τ ὸν v καὶ τῆς πρὸς τὰς θ εὰς εὐσεβείας Δή 5 μ ητρι κα ὶ Κό ρηι vvv ἀνέ θηκ εν , δῆμος δαιδοῦχο ν Ἁγνού σ ι ον ἀρετῆς ἕνεκεν εὐνοίας ἑαυ τ ὸν τῆς τὰς θ εὰς εὐσεβείας Δή μ ητρι κα ὶ Κό ρηι ἀνέ θηκ εν , δαιδοῦχο ι ον ἀρετῆς ὸν καὶ τῆς εὰς ητρι κα ὶ Κό θηκ ,113,40,39,15,1,1,1,1,1,1,0,285,-50,False,-30,False,
286,23,Statue Base for Dionysios Athenagorou Meliteus,Base,Dedication,Between the Propylaea,-37.5,25,0.0170,,Greek,1 ὁ δῆ μ ος Δ ιονύσιον Ἀθηναγόρου Μελιτέα ἀρετῆς ἕνεκεν καὶ εὐνοίας τ ῆς εἰς ἑατὸν ἀνέθηκεν , δῆ μ ος Δ ιονύσιον Ἀθηναγόρου Μελιτέα ἀρετῆς ἕνεκεν εὐνοίας τ ῆς ἑατὸν ἀνέθηκεν , ὁ δῆ μ ος ιονύσιον Ἀθηναγόρου Μελιτέα ἀρετῆς ἕνεκεν καὶ εὐνοίας τ ῆς εἰς ἑατὸν ἀνέθηκεν ,74,72,19,18,1,0,1,1,1,1,0,286,-50,False,-25,False,
287,24,Statue Base for Aion,Base,Dedication,,-32.5,35,0.0130,,Greek,1 Κόιντος Πομπήιος Αὔλου υἱ ὸς ἐποίει καὶ ἀνέθηκε σὺν ἀδελφοῖς Αὔλωι καὶ Σέξτωι Αἰῶνα 5 εἰς κράτος Ῥώμης καὶ διαμονὴν μυστηρίων Αἰὼν ὁ αὐτὸς ἐν τοῖς αὐτοῖς αἰεὶ φύσει θείαι μένων κόσμος τε εἷς κατὰ τὰ αὐτά ὁποῖος ἔστι καὶ ἦν 10 καὶ ἔσται ἀρχὴν μεσότητα τέλος οὐκ ἔχων μεταβολῆς ἀμέτοχος θείας φύσεως ἐργάτης αἰωνίου πάντα , Κόιντος Πομπήιος Αὔλου υἱ ὸς ἐποίει ἀνέθηκε ἀδελφοῖς Αὔλωι Σέξτωι Αἰῶνα κράτος Ῥώμης διαμονὴν μυστηρίων Αἰὼν τοῖς αὐτοῖς αἰεὶ φύσει θείαι μένων κόσμος εἷς αὐτά ὁποῖος ἔστι ἦν ἔσται ἀρχὴν μεσότητα τέλος ἔχων μεταβολῆς ἀμέτοχος θείας φύσεως ἐργάτης αἰωνίου πάντα , Κόιντος Πομπήιος Αὔλου υἱ ἐποίει καὶ ἀνέθηκε σὺν ἀδελφοῖς Αὔλωι καὶ Σέξτωι Αἰῶνα εἰς κράτος Ῥώμης καὶ διαμονὴν μυστηρίων Αἰὼν ὁ αὐτὸς ἐν τοῖς αὐτοῖς αἰεὶ φύσει θείαι μένων κόσμος τε εἷς κατὰ τὰ αὐτά ὁποῖος ἔστι καὶ ἦν καὶ ἔσται ἀρχὴν μεσότητα τέλος οὐκ ἔχων μεταβολῆς ἀμέτοχος θείας φύσεως ἐργάτης αἰωνίου πάντα ,265,259,58,55,0,0,3,0,0,0,3,287,-50,False,-15,True,
288,25,State Base for Hierophantis Amphiou Philadou,Base,Dedication,,-32.5,35,,,Greek,1 ὁ δῆμος Ἱερόφαντιν Ἀμφίου Φιλά δου θυγατέ ρα εὐσεβήας ἕνεκεν τῆς πρὸς τὰς θεὰς ἀνέθηκεν , δῆμος Ἱερόφαντιν Ἀμφίου Φιλά δου θυγατέ ρα εὐσεβήας ἕνεκεν τὰς θεὰς ἀνέθηκεν , ὁ δῆμος Ἱερόφαντιν Ἀμφίου Φιλά ρα εὐσεβήας ἕνεκεν τῆς θεὰς ἀνέθηκεν ,74,57,17,13,1,1,1,1,1,1,0,288,-50,False,-15,False,
289,26,Statue Base for Lucius Munatius Plancus,Base,Dedication,South Wall,-36.0,10,0.0360,,Greek,1 ὁ δῆμος Λεύκιον Μ ο υνάτιο ν Λευκίου ὑ ὸν Πλάγκο ν αὐτοκράτορα ἀρετ ῆς 5 ἕ ν ε κ α καὶ εὐεργεσία ς , δῆμος Λεύκιον Μ ο υνάτιο ν Λευκίου ὑ ὸν Πλάγκο ν αὐτοκράτορα ἀρετ ῆς ἕ ν ε κ α εὐεργεσία ς , ὁ δῆμος Λεύκιον Μυνάτιο ν Λευκίου ὑ ὸν Πλάγκο ν αὐτοκράτορα ἀρετ ν ε κ καὶ εὐεργεσία ,76,68,26,19,1,1,1,1,1,0,1,289,-41,False,-31,False,
290,27,Propylon Dedicated by Appius Claudius Pulcher,Base,Dedication,Between the Propylaea,-40.0,10,0.1105,,Greek,1 Ap pius Claudi us Ap pii f ilius Pulche r propylum Cere ri et Proserpi nae co n s ul vovit im perato r coepit Pulcher Clau dius et Rex Mar cius fec ẹṛun t ex testam ento , , ,133,0,40,2,0,2,3,0,0,0,3,290,-45,False,-35,False,
291,28,"Statue Base of Phaidros Lysiadrou Berenikides, Dedicated by his Daughter Khrysothemis Phaidrou Berenikides",Base,Dedication,,-40.0,10,0.0155,True,Greek,1 ℎό ρ ος τ ε ς ℎοδο ℎόρος 5 Ν, ό ρ ος τ ε ς οδο όρος Ν, ρ ος ε ς οδο όρος Ν,20,13,11,8,0,1,2,1,1,2,0,675,-45,False,-35,False,
291,29,"Statue Base of Q. Caecilius Pomponianus Atticus, Dedicated by Khrysothemis Phaidrou Berenikides",Base,Dedication,,-40.0,10,0.0155,True,Greek,1 ℎ όρ ος τεμένου ς Δ ήμητρος , όρ ος τεμένου ς Δ ήμητρος , όρ ος τεμένου ήμητρος ,22,18,9,6,0,0,3,1,1,2,1,676,-45,False,-35,False,
291,30,"Statue Base for Lysiades Phaidrou Berenikides, Dedicated by the Demos",Base,Dedication,,-40.0,10,0.0155,True,Greek,1 ὅρος ℎιε ρο Ἀπόλλ ωνος , ὅρος ιε ρο Ἀπόλλ ωνος , ὅρος ιε ρο Ἀπόλλ ωνος ,19,17,7,7,1,0,2,1,1,2,0,677,-45,False,-35,False,
291,31,"Statue Base for Khrysothemis Phaidrou Berenikides, Dedicated by the Demos",Base,Dedication,,-40.0,10,0.0155,True,Greek,1 ὅρος ὁδοῦ , ὅρος ὁδοῦ , ὅρος ὁδοῦ ,9,8,4,4,1,0,2,1,1,2,0,678,-45,False,-35,False,
292,32,Statue Base for Sempronia L.F. Atratina,Base,Dedication,,-39.5,11,0.0340,,Greek,1 ὁ δῆμος Σεμπρωνίαν Λευκίου θυ γ ατέρα Λευκίου Γελλίου Πο πλικόλα γυναῖκα ἀρετῆς 5 ἕνεκ ⁶¹α ⁶¹ , δῆμος Σεμπρωνίαν Λευκίου θυ γ ατέρα Λευκίου Γελλίου Πο πλικόλα γυναῖκα ἀρετῆς ἕνεκα , ὁ δῆμος Σεμπρωνίαν Λευκίου θυ γ ατέρα Λευκίου Γελλίου Πο πλικόλα γυναῖκα ἀρετῆς ἕνεκ ,78,71,19,16,1,0,2,1,1,0,2,292,-45,False,-34,False,
293,33,Bench Deadicted by Caius Creperius C.F.,Base,Dedication,,-40.0,10,0.0220,,Greek,1 R vvvvvv Γάιος Κρεπέριος v Γαίου ὑὸς v Δήμητρι v καὶ Κόρῃ , Γάιος Κρεπέριος Γαίου ὑὸς Δήμητρι Κόρῃ , Γάιος Κρεπέριος Γαίου ὑὸς Δήμητρι καὶ Κόρῃ ,47,36,14,9,0,0,1,0,0,0,1,293,-45,True,-35,True,
294,34,Statue Base for Marcus Titius L.F.,Base,Dedication,Between the Propylaea,-35.0,10,0.0380,,Greek, Μ ᾶ ρκον Τίτιον Λευκίου ὑὸν ἀρετῆς ἕνεκα καὶ εὐνοίας vacat, Μ ᾶ ρκον Τίτιον Λευκίου ὑὸν ἀρετῆς ἕνεκα εὐνοίας , ᾶ ρκον Τίτιον Λευκίου ὑὸν ἀρετῆς ἕνεκα καὶ εὐνοίας ,48,42,12,11,0,0,1,0,1,0,1,294,-40,False,-30,True,
295,35,"Statue Base for Kallikratides Syndromou Trikorysios, Hoplite General",Base,Dedication,South Wall,-32.5,5,0.0345,True,Greek,1 ὁ δῆμος καὶ ἡ βουλὴ ἡ ἐξ Ἀρήου πάγου καὶ ἡ βουλὴ τῶν ἑξακοσίων τὸν ἐπὶ τοὺς ὁπλείτας 5 στρατηγὸν Καλλικρατίδην Συνδρόμου Τρικορύσιον προνοηθέντα το ῦ περ ὶ τὴν πανήγυριν κόσμ ου ἀρε τ ῆ ς ἕνεκεν κα ὶ φιλοτιμίας 10 καὶ εὐ σεβείας τῆς πρὸς τὼ θεώ , δῆμος βουλὴ Ἀρήου πάγου βουλὴ ἑξακοσίων ὁπλείτας στρατηγὸν Καλλικρατίδην Συνδρόμου Τρικορύσιον προνοηθέντα το ῦ περ ὶ πανήγυριν κόσμ ου ἀρε τ ῆ ς ἕνεκεν κα ὶ φιλοτιμίας εὐ σεβείας τὼ θεώ , ὁ δῆμος καὶ ἡ βουλὴ ἡ ἐξ Ἀρήου πάγου καὶ ἡ βουλὴ τῶν ἑξακοσίων τὸν ἐπὶ τοὺς ὁπλείτας στρατηγὸν Καλλικρατίδην Συνδρόμου Τρικορύσιον προνοηθέντα το ὶ τὴν πανήγυριν κόσμ τ ῆ ς κα καὶ εὐ ,198,149,50,36,3,1,1,3,1,1,0,295,-35,False,-30,True,
296,36,"Livia Drousilla, Wife of the Emperor Augustus Caesar",Building or Monument,Dedication,,-26.0,10,0.0400,,Greek,,,,0,0,1,1,1,1,1,1,1,0,1,703,-31,False,-21,False,
296,37,"Statue Base for the Emperor Augustus Caesar, Son of the Divine Iulius, Dedicated by the Demos",Building or Monument,Dedication,,-26.0,10,0.0400,,Greek,,,,0,0,1,1,1,0,1,1,1,0,1,704,-31,False,-21,False,
297,38,Statue Base for Augustus Caesar as Zeus Boulaios,Base,Dedication,,-22.0,10,0.0400,,Greek,1 Σεβαστὸν Καίσ α ρα Δία Βουλαῖ ον καὶ ὁ ἱερε ὺ ς αὐτοῦ v καὶ ἀ γωνοθέτης καὶ κῆρυξ β ουλῆς καὶ δ ήμου Καλλι κρατίδης Συνδρόμου Τρικ ο ρ ύ σ ιος , Σεβαστὸν Καίσ α ρα Δία Βουλαῖ ον ἱερε ὺ ς αὐτοῦ ἀ γωνοθέτης κῆρυξ β ουλῆς δ ήμου Καλλι κρατίδης Συνδρόμου Τρικ ο ρ ύ σ ιος , α ρα Δία Βουλαῖ ὺ ς αὐτοῦ καὶ ἀ ουλῆς καὶ δ ο ρ ύ σ ,111,36,35,18,0,3,2,1,1,1,1,297,-27,False,-17,False,
298,39,"Statue Base for Theophrastos Themistokleous Hagnousios, Daduch",Base,Dedication,,-25.0,10,0.0220,,Greek,1 ὁ δῆ μος δαιδοῦχον Θεόφρ αστο ν δαιδούχου Θεμιστοκλέ ους Ἁ γνούσ ιον ἀρετῆς ἕνεκα καὶ εὐ νοίας τῆς εἰς ἑαυτὸν καὶ τῆς 5 πρὸς τὰς θεὰ ς εὐσεβείας Δή μητρι καὶ Κόρηι ἀνέθηκεν , δῆ μος δαιδοῦχον Θεόφρ αστο ν δαιδούχου Θεμιστοκλέ ους Ἁ γνούσ ιον ἀρετῆς ἕνεκα εὐ νοίας ἑαυτὸν τὰς θεὰ ς εὐσεβείας Δή μητρι Κόρηι ἀνέθηκεν , μος αστο ους γνούσ νοίας τῆς εἰς ς εὐσεβείας Δή ἀνέθηκεν ,140,46,36,13,1,1,1,1,1,1,0,298,-30,True,-20,True,
299,40,"Statue Base for Lamidion. Daughter of Apolexis Ex Oiou, Hearth-Initiate",Base,Dedication,,-25.0,10,0.0150,,Greek,1 Λαμίδι ον Ἀπ ολήξιδος ἐξ Οἴου θυγατέ ρα ὁ πατὴρ καὶ ἡ μή τηρ Λαδάμει α Λ υσάνδρου Πειραιέ ως θυγάτηρ ἀ φ ἑστίας μυηθεῖσ αν 5 Δήμητρ ι κ αὶ Κόρηι ἀνέθηκ αν , Λαμίδι ον Ἀπ ολήξιδος Οἴου θυγατέ ρα ὁ πατὴρ μή τηρ Λαδάμει α Λ υσάνδρου Πειραιέ ως θυγάτηρ ἀ φ ἑστίας μυηθεῖσ αν Δήμητρ ι κ αὶ Κόρηι ἀνέθηκ αν , Λαμίδιολήξιδος ἐξ θυγατέ ὁ πατὴρ καὶ ἡ μή Λαδάμειυσάνδρου Πειραιέ θυγάτηρ ἀ φ ἑστίας μυηθεῖσ Δήμητραὶ Κόρηι ἀνέθηκ ,122,97,36,20,0,1,3,2,1,3,0,299,-30,True,-20,True,
