Institution: Title,Institution: Origin,Institution: Type,Office: Title,Office: Origin,Office: Type,Officer: Description,Officer: Origin,Officer: Gender,Officer: Name(s),Officer: Deme,Officer: Athenian Citizen,Officer: Roman Citizen,Officer: Family,Officer: Extended Family,Inscription: IE,Inscription: Title,Inscription: Object Type,Inscription: Type,Inscription: Suspected Ancient Location,Inscription: Date (Avg.),Inscription: Date Span,Inscription: Letter Height (m),Institution: Total Appearances,Institution: Total Offices,Institution: Total Office Appearances,Institution: Total Officers,Institution: Total Officer Appearances,Institution: Total People Co-Appearances,Institution: Total Institutional Co-Appearances,Institution: Total Honors Co-Appearances,Institution: Total People Co-Appearances with Officers,Institution: Total Institutional Co-Appearances with Officers,Office: Total Appearances,Office: Total People Honored,Office: Total Times People Honored,Office: Total Athenians Honored,Office: Total Athenians with Roman Citizenship Honored,Office: Total Romans Honored,Office: Total Times Athenians Honored,Office: Total Times Athenians with Roman Citizenship Honored,Office: Total Times Romans Honored,Office: Total Times Sponsored Honored,Office: Total Times Honorand Honored,Officer: Total Appearances,Officer: Total Sponsors,Officer: Total Officers,Officer: Total Institutional Affililiations,Officer: Total Honors,Officer: Total Athenian Honors,Officer: Total Roman Honors,Officer: Total Eleusinian Honors,Officer: RCA,Officer: PA,Officer: PAA,Officer: LGPN,Officer: Uncertain,Inscription: Character Count,Inscription: Diplomatic Character Count,Inscription: Word Count,Inscription: Diplomatic Word Count,Inscription: Total Institutions,Inscription: Total Honors,Inscription: Total People,Inscription: Total Sponsors,Inscription: Total Honorands,Inscription: Total Athenians,Inscription: Total Romans,Institution: ID,Office: ID,Officer: ID,Inscription: ID,Institution: Notes,Office: Notes,Officer: Notes,Inscription: Notes
Eumolpidai,Eleusis,Genos,Archon of the Eumolpidai,Eleusis,Other Office,Emperor Commodous,Rome,Male,Commodus,,False,True,,Imperial,513,Letter by the Emperor Commodus to the Athenians Concern the Archonship of the Eumolpidai,Base,Epistle,,186.5,7,0.0180,24,3,35,23,28,45,44,53,94,46,4,3,3,2,1,1,2,1,1,5,1,4,0,,1,6,1,3,2,,,,,False,523,441,130,107,1,3,1,0,0,0,1,1015,3101,2338,513,,,,
Eumolpidai,Eleusis,Genos,Archon of the Eumolpidai,Eleusis,Other Office,Emperor Commodous,Rome,Male,Commodus,,False,True,,Imperial,503,"Statue Base for L. Memmios, Altar-Priest, of Thorikos",Other/Fragment,Dedication,Before the Telestrion,178.5,3,0.0250,24,3,35,23,28,45,44,53,94,46,4,3,3,2,1,1,2,1,1,5,1,4,0,,1,6,1,3,2,,,,,False,512,438,101,84,4,6,5,3,1,1,4,1015,3101,2338,503,,,,
Eumolpidai,Eleusis,Genos,Archon of the Eumolpidai,Eleusis,Other Office,Emperor Commodous,Rome,Male,Commodus,,False,True,,Imperial,502,"Statue Base for Isidote, Daughter of Isaios, Hierophantes",Base,Dedication,Before the Telestrion,184.0,16,0.0200,24,3,35,23,28,45,44,53,94,46,4,3,3,2,1,1,2,1,1,5,1,4,0,,1,6,1,3,2,,,,,False,665,653,128,120,2,5,6,0,1,3,3,1015,3101,2338,502,,,,
Eumolpidai,Eleusis,Genos,Archon of the Eumolpidai,Eleusis,Other Office,Dryantianos,Athens,Male,Dryantianos,,True,False,,,638,Decree of the Athenians Concerning the Transport of the Sacred Objects,Base,Decree,South Wall,220.0,10,0.0180,24,3,35,23,28,45,44,53,94,46,4,3,3,2,1,1,2,1,1,5,1,1,0,,1,2,0,0,1,,,,,False,1749,1355,465,326,5,6,3,3,0,3,0,1015,3101,2491,638,,,,
Kerykes,Eleusis,Genos,Priest of Poseidon Themelioukhos,Athens,Sacred Official,Dositheos Kleomenes,Athens,Male,Dositheos Kleomenes,,True,False,,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,7,18,64,72,100,67,17,42,391,197,1,1,1,1,0,0,1,0,0,2,1,1,0,,5,5,4,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1016,3041,2067,300,,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Sophokles Xenokleous,Athens,Male,Sophokles Xenokleous,Akharnai,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,3,1,,1,3,0,0,3,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1016,3016,2025,300,,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Sophokles Xenokleous,Athens,Male,Sophokles Xenokleous,Akharnai,True,False,Hagnous/Acharnai Daduchs,,278,"Statue Base for Sophokles Xenokleous Acharneus, Daduch",Base,Dedication,,-50.0,20,,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,3,1,,1,3,0,0,3,,,,,False,114,112,22,21,0,1,2,1,0,2,0,1016,3016,2025,278,,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Sophokles Xenokleous,Athens,Male,Sophokles Xenokleous,Akharnai,True,False,Hagnous/Acharnai Daduchs,,277,"Statue Base for Sophokles Xenokleous Acharneus, Daduch",Base,Dedication,,-50.0,20,0.0260,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,3,1,,1,3,0,0,3,,,,,False,110,109,17,17,0,1,2,1,1,2,0,1016,3016,2025,277,,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,[?] Daduch from Hagnous,Athens,Male,,Hagnous,True,False,Hagnous/Acharnai Daduchs,,285,Statue Base for an Unknown Daduch of Hagnous,Base,Dedication,,-40.0,20,0.0265,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,1,1,,1,1,0,0,1,,,,,False,113,40,39,15,1,1,1,1,1,1,0,1016,3016,2032,285,,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Theophrastos Themistokleous,Athens,Male,Theophrastos Themistokleous,Hagnous,True,False,Hagnous/Acharnai Daduchs,,301,"Statue Base Sophokles, Son of Theophrastos, of Hagnous",Base,Dedication,,-20.0,10,0.0235,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,6,1,,1,4,0,0,4,,,,,False,38,37,6,6,1,0,2,1,1,2,0,1016,3016,2054,681,,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Theophrastos Themistokleous,Athens,Male,Theophrastos Themistokleous,Hagnous,True,False,Hagnous/Acharnai Daduchs,,301,"Statue Base for the Daduch Themistokles, Son of the Daduch Themistokles, Dedicated by the Demos",Base,Dedication,,-20.0,10,0.0235,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,6,1,,1,4,0,0,4,,,,,False,37,36,10,10,1,1,2,1,1,2,0,1016,3016,2054,680,,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Theophrastos Themistokleous,Athens,Male,Theophrastos Themistokleous,Hagnous,True,False,Hagnous/Acharnai Daduchs,,301,"Statue Base for the Daduch Theophrastos, son of the Daduch Themistokles of Hagnousios, Dedicated by the Demos",Base,Dedication,,-20.0,10,0.0235,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,6,1,,1,4,0,0,4,,,,,False,9,8,4,4,1,1,2,1,1,2,0,1016,3016,2054,679,,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Theophrastos Themistokleous,Athens,Male,Theophrastos Themistokleous,Hagnous,True,False,Hagnous/Acharnai Daduchs,,302,"Statue Base for an Unknown Hearth-Initiate, son of Themistokles Hagnousios",Base,Dedication,Before the Telestrion,-13.0,24,0.0225,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,6,1,,1,4,0,0,4,,,,,False,152,29,40,10,1,2,3,1,1,3,0,1016,3016,2054,302,,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Theophrastos Themistokleous,Athens,Male,Theophrastos Themistokleous,Hagnous,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,6,1,,1,4,0,0,4,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1016,3016,2054,300,,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Theophrastos Themistokleous,Athens,Male,Theophrastos Themistokleous,Hagnous,True,False,Hagnous/Acharnai Daduchs,,298,"Statue Base for Theophrastos Themistokleous Hagnousios, Daduch",Base,Dedication,,-25.0,10,0.0220,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,6,1,,1,4,0,0,4,,,,,False,140,46,36,13,1,1,1,1,1,1,0,1016,3016,2054,298,,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Themistokles II Theophrastou,Athens,Male,Themistokles Theophrastou,,True,False,Hagnous/Acharnai Daduchs,,301,"Statue Base for the Daduch Themistokles, Son of the Daduch Themistokles, Dedicated by the Demos",Base,Dedication,,-20.0,10,0.0235,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,6,2,,1,4,0,0,4,,,,,False,37,36,10,10,1,1,2,1,1,2,0,1016,3016,2091,680,,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Themistokles II Theophrastou,Athens,Male,Themistokles Theophrastou,,True,False,Hagnous/Acharnai Daduchs,,301,"Statue Base for the Daduch Theophrastos, son of the Daduch Themistokles of Hagnousios, Dedicated by the Demos",Base,Dedication,,-20.0,10,0.0235,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,6,2,,1,4,0,0,4,,,,,False,9,8,4,4,1,1,2,1,1,2,0,1016,3016,2091,679,,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Themistokles II Theophrastou,Athens,Male,Themistokles Theophrastou,,True,False,Hagnous/Acharnai Daduchs,,349,"Statue Base for Athenais, Daughter of Diokles Hagnousios",Stele,Dedication,Before the Telestrion,50.0,20,,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,6,2,,1,4,0,0,4,,,,,False,160,112,38,21,3,1,2,3,1,2,0,1016,3016,2091,349,,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Themistokles II Theophrastou,Athens,Male,Themistokles Theophrastou,,True,False,Hagnous/Acharnai Daduchs,,348,Statue Base for Diokles Themistokleous Hagnousios,Base,Dedication,,50.0,20,0.0200,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,6,2,,1,4,0,0,4,,,,,False,123,32,34,12,3,1,2,3,1,2,0,1016,3016,2091,348,,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Themistokles II Theophrastou,Athens,Male,Themistokles Theophrastou,,True,False,Hagnous/Acharnai Daduchs,,302,"Statue Base for an Unknown Hearth-Initiate, son of Themistokles Hagnousios",Base,Dedication,Before the Telestrion,-13.0,24,0.0225,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,6,2,,1,4,0,0,4,,,,,False,152,29,40,10,1,2,3,1,1,3,0,1016,3016,2091,302,,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Themistokles II Theophrastou,Athens,Male,Themistokles Theophrastou,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,6,2,,1,4,0,0,4,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1016,3016,2091,300,,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Themistokles I Theophrastou,Athens,Male,Themistokles Theophrastou,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,1,0,,1,3,0,0,3,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1016,3016,2092,300,,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Leontios Sophokleous,Athens,Male,Leontios Sophokleous,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,1,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1016,3016,2093,300,,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Philoxenidos (Sophokleous),Athens,Male,Philoxenidos Sophokleous,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,1,0,,2,2,0,0,2,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1016,3016,2094,300,,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Philistides,Athens,Male,Philistides Philistides,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,1,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1016,3016,2096,300,,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Themistokles A(TBD),Athens,Male,Themistokles,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,1,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1016,3016,2098,300,,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Antiphon,Athens,Male,Antiphon Antiphon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,1,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1016,3016,2099,300,,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Hermoteimos,Athens,Male,Hermoteimos Hermoteimos,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,1,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1016,3016,2100,300,,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Hierokleides,Athens,Male,Hierokleides Hierokleides,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,1,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1016,3016,2101,300,,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,1,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1016,3016,2102,300,,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Ail. Praxagoras,Athens,Male,Aelius Praxagoras Themistokleous,Melite,True,True,Praxagorid-Demostratid,Claudii of Melite,632,"Statue Base for Kl. Menandra, Daughter of the Daduch Kl. Philippos",Base,Dedication,Before the Telestrion,210.0,10,0.0350,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,8,0,,2,13,10,0,3,140,,,,False,173,162,45,41,3,1,5,3,1,5,0,1016,3016,2277,632,,,"First in the Praxagorid line to hold Daduchy, descended from Themistokles, brother of T. Kl. Lysiades (Lysiades being the second in the Leonid line to hold the daduchy). Paternal grandson of Themistokles",
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Ail. Praxagoras,Athens,Male,Aelius Praxagoras Themistokleous,Melite,True,True,Praxagorid-Demostratid,Claudii of Melite,521,"Statue Base for Kl. Menandra, Daughter of Kl. Philippos",Base,Dedication,,187.5,25,0.0350,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,8,0,,2,13,10,0,3,140,,,,False,113,43,35,15,0,2,3,0,1,3,0,1016,3016,2277,521,,,"First in the Praxagorid line to hold Daduchy, descended from Themistokles, brother of T. Kl. Lysiades (Lysiades being the second in the Leonid line to hold the daduchy). Paternal grandson of Themistokles",
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Ail. Praxagoras,Athens,Male,Aelius Praxagoras Themistokleous,Melite,True,True,Praxagorid-Demostratid,Claudii of Melite,520,"Statue Base for Kl. Themistokleia, Daughter of the Daduch Kl. Philippos, Hearth-Initiate",Base,Dedication,,187.5,25,0.0300,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,8,0,,2,13,10,0,3,140,,,,False,120,93,28,19,2,3,3,0,1,3,0,1016,3016,2277,520,,,"First in the Praxagorid line to hold Daduchy, descended from Themistokles, brother of T. Kl. Lysiades (Lysiades being the second in the Leonid line to hold the daduchy). Paternal grandson of Themistokles",
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Ail. Praxagoras,Athens,Male,Aelius Praxagoras Themistokleous,Melite,True,True,Praxagorid-Demostratid,Claudii of Melite,514,Catalog of the Prytaneis of the Tribe of Antiokhis,Stele,Other/Uncertain,South Wall,191.0,10,0.0110,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,8,0,,2,13,10,0,3,140,,,,False,951,605,217,115,2,7,40,1,0,39,1,1016,3016,2277,514,,,"First in the Praxagorid line to hold Daduchy, descended from Themistokles, brother of T. Kl. Lysiades (Lysiades being the second in the Leonid line to hold the daduchy). Paternal grandson of Themistokles",
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Ail. Praxagoras,Athens,Male,Aelius Praxagoras Themistokleous,Melite,True,True,Praxagorid-Demostratid,Claudii of Melite,480,"Statue Base for an Unknown Son of P. Ael. Praxagoras Meliteus, Hearth-Initiate",Base,Dedication,South Wall,165.0,10,0.0460,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,8,0,,2,13,10,0,3,140,,,,False,64,17,19,8,0,1,2,0,1,2,0,1016,3016,2277,480,,,"First in the Praxagorid line to hold Daduchy, descended from Themistokles, brother of T. Kl. Lysiades (Lysiades being the second in the Leonid line to hold the daduchy). Paternal grandson of Themistokles",
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Ail. Praxagoras,Athens,Male,Aelius Praxagoras Themistokleous,Melite,True,True,Praxagorid-Demostratid,Claudii of Melite,479,Statue Base for Aelius Praxagoras Themistokles Meliteus,Base,Dedication,South Wall,165.0,10,0.0280,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,8,0,,2,13,10,0,3,140,,,,False,215,72,52,23,0,4,4,0,1,4,0,1016,3016,2277,479,,,"First in the Praxagorid line to hold Daduchy, descended from Themistokles, brother of T. Kl. Lysiades (Lysiades being the second in the Leonid line to hold the daduchy). Paternal grandson of Themistokles",
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Ail. Praxagoras,Athens,Male,Aelius Praxagoras Themistokleous,Melite,True,True,Praxagorid-Demostratid,Claudii of Melite,478,Statue Base for Ael. Praxagoras Themistokleous Meliteus,Base,Dedication,South Wall,165.0,10,0.0320,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,8,0,,2,13,10,0,3,140,,,,False,203,77,49,20,0,4,4,0,1,4,0,1016,3016,2277,478,,,"First in the Praxagorid line to hold Daduchy, descended from Themistokles, brother of T. Kl. Lysiades (Lysiades being the second in the Leonid line to hold the daduchy). Paternal grandson of Themistokles",
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Ail. Praxagoras,Athens,Male,Aelius Praxagoras Themistokleous,Melite,True,True,Praxagorid-Demostratid,Claudii of Melite,468,Statue Base for Ael. Praxagoras of Melite,Base,Dedication,,150.0,50,0.0330,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,8,0,,2,13,10,0,3,140,,,,False,143,40,44,22,0,1,3,0,1,3,0,1016,3016,2277,468,,,"First in the Praxagorid line to hold Daduchy, descended from Themistokles, brother of T. Kl. Lysiades (Lysiades being the second in the Leonid line to hold the daduchy). Paternal grandson of Themistokles",
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Ti. Kl. Leonides,Athens,Male,Tiberius Claudius Leonides,,True,True,,Claudii of Melite,492,"Statue Base for Iul. Theodotos Meliteus, Son of Sophist Iul. Theodotos, Archon of the Kerykex",Altar,Dedication,Before the Telestrion,170.0,10,0.0290,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,4,0,,1,4,0,0,4,,,,,False,255,244,51,47,4,6,5,3,1,5,0,1016,3016,2285,492,,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Ti. Kl. Leonides,Athens,Male,Tiberius Claudius Leonides,,True,True,,Claudii of Melite,479,Statue Base for Aelius Praxagoras Themistokles Meliteus,Base,Dedication,South Wall,165.0,10,0.0280,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,4,0,,1,4,0,0,4,,,,,False,215,72,52,23,0,4,4,0,1,4,0,1016,3016,2285,479,,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Ti. Kl. Leonides,Athens,Male,Tiberius Claudius Leonides,,True,True,,Claudii of Melite,478,Statue Base for Ael. Praxagoras Themistokleous Meliteus,Base,Dedication,South Wall,165.0,10,0.0320,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,4,0,,1,4,0,0,4,,,,,False,203,77,49,20,0,4,4,0,1,4,0,1016,3016,2285,478,,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Ti. Kl. Leonides,Athens,Male,Tiberius Claudius Leonides,,True,True,,Claudii of Melite,472,Statue Base for an Unknown Member of the Klaudii of Melite,Base,Dedication,,175.0,50,0.0250,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,4,0,,1,4,0,0,4,,,,,False,66,8,19,7,1,2,2,0,1,2,0,1016,3016,2285,472,,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Kl. Lysiades,Athens,Male,Claudius Lysiades,,True,True,Leonid,Claudii of Melite,493,"Statue Base for Ael. Kephisodora, Daughter of Daduch Kl. Lysiades",Building or Monument,Dedication,,170.0,10,0.0250,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,2,0,,1,2,0,0,2,159,,,,False,371,176,113,56,1,5,5,3,1,5,0,1016,3016,2329,493,,,Father of Aelia Kephisodora,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Kl. Lysiades,Athens,Male,Claudius Lysiades,,True,True,Leonid,Claudii of Melite,492,"Statue Base for Iul. Theodotos Meliteus, Son of Sophist Iul. Theodotos, Archon of the Kerykex",Altar,Dedication,Before the Telestrion,170.0,10,0.0290,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,2,0,,1,2,0,0,2,159,,,,False,255,244,51,47,4,6,5,3,1,5,0,1016,3016,2329,492,,,Father of Aelia Kephisodora,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,L. Memmius Altar-Priest,Athens,Male,Lucius Memmius,,True,True,,TBD,503,"Statue Base for L. Memmios, Altar-Priest, of Thorikos",Other/Fragment,Dedication,Before the Telestrion,178.5,3,0.0250,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,2,3,,7,9,6,1,2,,,,,False,512,438,101,84,4,6,5,3,1,1,4,1016,3016,2339,503,,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,L. Memmius Altar-Priest,Athens,Male,Lucius Memmius,,True,True,,TBD,493,"Statue Base for Ael. Kephisodora, Daughter of Daduch Kl. Lysiades",Building or Monument,Dedication,,170.0,10,0.0250,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,2,3,,7,9,6,1,2,,,,,False,371,176,113,56,1,5,5,3,1,5,0,1016,3016,2339,493,,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,T. Kl. Demostratos Sospidou,Athens,Male,Tiberius Claudius Demostratos Sospidou,Melite,True,True,Demostratid-Leonid,Claudii of Melite,511,"Statue Base for Praxagora, Daughter of Demostratos of Melite, Hearth-Initiate",Base,Dedication,Before the Telestrion,182.5,5,0.0240,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,1,0,,1,1,0,0,1,Claudius 160,,,,False,209,203,51,48,1,2,3,0,1,3,0,1016,3016,2346,511,,,This is the Demostratos who was involved in the civil suit against Herodes Atticus before Marus Aurelius,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Ail. Philiste Praxagorou,Athens,Female,Aelia Philiste Praxagorou,Melite,True,True,Demostratid-Leonid,Claudii of Melite,512,Statue Base for Unknown Dedicated by Ael. Philiste,Base,Dedication,,182.5,5,0.0310,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,2,0,,1,1,0,0,1,,,,,False,25,18,13,9,0,0,1,1,0,1,0,1016,3016,2347,512,,,This is Aelia Philiste who marries T. Kl. Demostratos  (160) and forms Praxagoris-Demostratid branch (with links through Demostratid-Leonid line too),
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Ail. Philiste Praxagorou,Athens,Female,Aelia Philiste Praxagorou,Melite,True,True,Demostratid-Leonid,Claudii of Melite,511,"Statue Base for Praxagora, Daughter of Demostratos of Melite, Hearth-Initiate",Base,Dedication,Before the Telestrion,182.5,5,0.0240,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,2,0,,1,1,0,0,1,,,,,False,209,203,51,48,1,2,3,0,1,3,0,1016,3016,2347,511,,,This is Aelia Philiste who marries T. Kl. Demostratos  (160) and forms Praxagoris-Demostratid branch (with links through Demostratid-Leonid line too),
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Kl. Philippos,Athens,Male,Claudius Phillipos Demostratou,,True,True,Demostratid-Leonid,Claudii of Melite,632,"Statue Base for Kl. Menandra, Daughter of the Daduch Kl. Philippos",Base,Dedication,Before the Telestrion,210.0,10,0.0350,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,3,0,,1,3,0,0,3,,,,,False,173,162,45,41,3,1,5,3,1,5,0,1016,3016,2389,632,,,Daduch,
