"IE","Sponsor","Honorand","Inscription","Object Type","Inscription Type","Location","Date","Date Span","Word Count","Character Count","Text","References","Sponsor Class","Sponsor Origin","Sponsor Status","Sponsor Type","Sponsor Gender","Sponsor Family","Sponsor Extended Family","Sponsor Deme","Honorand Origin","Honorand Status","Honorand Type","Honorand Gender","Honorand Family","Honorand Extended Family","Honorand Deme","Inscription ID","Sponsor ID","Honorand ID","Sponsor Uncertainty","Honorand Uncertainty"
"523","P. Pom. Hegios II","Ail. Epilampsis Gelotos","Statue Base for Ael. Epilampsis, Daughter of Ael. Gelos of Phaleron, Priestess of Demeter and Kore","Other/Fragment","Dedication","Before the Telestrion",187.5,25,131,864,"ἀγαθῆι τύχηι τὴν ἱέρειαν Δήμητρος καὶ Κόρης Αἰλίαν Ἐπίλαμψιν Αἰλίου Γέλωτος Φαληρέως θυγατέρα τοῦ πρώτου ξυστάρχου τῶν ἐν Ἀθήναις ἀγώνων στρατηγήσαντος ἐπὶ τοὺς ὁπλείτας ἱερέως Διὸς Ὀλυμπίου Διοκλέους ἄρξαντος τὴν ἐπώνυμον ἀρχὴν ἔκγονον Αἰλίου Ἀλεξάνδρου ἄρξαντος τὴν ἐπώ νυμον ἀρχὴν ἀδελφιδῆν Αἰλίου Ἄρδυος ἀρχιερέως τῶν Σεβαστῶν ἱερέως τοῦ Ἐλευθερέως Διονύσου ἄρξαντος τὴν ἐπώνυμον ἀρχήν κηρυκεύσαντος τὸ β ἀγωνοθετήσαντος Ὀλυμπείων στρα τηγήσαντος ἐπὶ τοὺς ὁπλείτας ἀνεψιάν Αἰλίου Καλλικράτους ἄρξαντος τὴν ἐπώνυμον ἀρχήν στρατηγήσαντος ἐπὶ τοὺς ὁπλείτας κηρυκεύσαντος ἀγωνοθετήσαντος ἀνεψιάν Αἰλίου Ἀλε ξάνδρου ἄρξαντος τὴν ἐπώνυμον ἀρχὴν ἀνεψιάν Αἰλίου Γέλωτος ἄρξαντος τὴν ἐπώνυμον ἀρχὴν ἀνεψιάν Ποπλίου Πομπηίου Ἡγίου ἄρξαντος τὴν ἐπώνυμον ἀρχήν στρατηγήσαντος ἐπὶ τοὺς ὁπλείτας τὸ β ἀγωνοθετήσαντος Ὀλυμπείων καὶ γυμνασιαρχήσαντος οἴκοθεν πρεσβεύσαντος οἴκοθεν ἱερέως Διὸς Ὀλυμπίου μητέρα ὁ ἐπώνυμος ἄρχων Πόπλιος Πομπήιος Ἡγίας Φαληρεὺς νεώτερος καὶ Πομπήιος Ἐπίλαμψις τὴν ἑαυτῶν τήθην","IG II2 3687","Person","Athenian","Athenian with Roman Citizenship","","Male","","","Phaleron","Athenian","Athenian with Roman Citizenship","","Female","","","Phaleron",523,2402,2393,f,f
"524","T. Fl. Leosthenes II","Daughter of T. Fl. Leosthenes II","Statue Base for an Unknown Daughter of T. Fl. Leosthenes of Paiania","Base","Dedication","",187.5,25,18,106,"αν Τίτου Φλαουίου Λεωσθένους Παιανιέως θυγατέρα Τίτος Φλάουιος ς Παιανιεὺς ὁ πάππος μυηθεῖσαν ἀφ ἑστίας ταῖν Θεαῖν ἀνέθηκεν","IG II2 3648","Person","Athenian","Athenian with Roman Citizenship","","Male","","","Paiania","Athenian","Athenian with Roman Citizenship","","Female","","","Paiania",524,2404,2405,f,f
"528","Areopagus","Iun. Agathopodos","Herm Honoring Demetrios Apolloniou Marathonios","Base","Dedication","",150.5,99,11,58,"ἡ ἐξ Ἀρείου πάγου βουλὴ Ἰούνιον Ἀγαθόποδος Μαραθώ νιον ἀρετῆς ἕνεκεν","IG II2 3987","Institution","Athenian","","Public","","","","","Athenian","Athenian with Roman Citizenship","","Male","","","Marathon",528,1000,2417,f,f
"529","Areopagus","Demetrios Apolloniou","Herm Honoring Demetrios Apolloniou Marathonios","Base","Dedication","",150.5,99,12,62,"κατὰ τὰ δόξαντα τῇ ἐξ Ἀρείου πάγου βουλῇ Δημήτριος Ἀπολλωνί ου Μαραθώνιος","IG II2 3967","Institution","Athenian","","Public","","","","","Athenian","Athenian without Roman Citizenship","","Male","","","Marathon",529,1000,2418,f,f
"551","Kerykes","Poll[io]n[a?], Hearth-Initiate","Large Monument in Honor of an Unknown Hearth-Initiate","Base","Dedication","",150.5,99,14,72,"τὸ γένος τὸ Κηρύκων αἰτησάμενον παρὰ τῆς ἱερᾶς βουλῆς τὸν ἀφ ἑστίας μυηθέντα Πῶλλίωνα","SEG 56 4","Institution","Eleusinian","","Genos","","","","","Athenian","Athenian with Roman Citizenship","","Female","","","",551,1016,2431,f,f
"558","Areopagus","Son or Daughter of a [N]um[ius]","Statue Base for an Unknown Son or Daughter of a Nummios","Building or Monument","Dedication","",150.5,99,16,58,"ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν Φ καὶ ὁ δῆμος ὁ Ἀθηναίων Νουμμίου","SEG 56 4","Institution","Athenian","","Public","","","","","Athenian","Athenian with Roman Citizenship","","Uncertain","","","",558,1000,2432,f,f
"558","Boule","Son or Daughter of a [N]um[ius]","Statue Base for an Unknown Son or Daughter of a Nummios","Building or Monument","Dedication","",150.5,99,16,58,"ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν Φ καὶ ὁ δῆμος ὁ Ἀθηναίων Νουμμίου","SEG 56 4","Institution","Athenian","","Public","","","","","Athenian","Athenian with Roman Citizenship","","Uncertain","","","",558,1001,2432,f,f
"558","Demos","Son or Daughter of a [N]um[ius]","Statue Base for an Unknown Son or Daughter of a Nummios","Building or Monument","Dedication","",150.5,99,16,58,"ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν Φ καὶ ὁ δῆμος ὁ Ἀθηναίων Νουμμίου","SEG 56 4","Institution","Athenian","","Public","","","","","Athenian","Athenian with Roman Citizenship","","Uncertain","","","",558,1002,2432,f,f
"587","Areopagus","T. Fl. Ateimetos Peiraieus","Statue Base for T. Fl. Ateiemtos Son of T. Fl. Agathon of Peiraieus, Hearth-Initiate","Column/Herm","Dedication","",250.5,99,32,187,"κατὰ τὸ ἐπερώτημα τῶν σεμνοτάτων Ἀρεοπαγειτῶν Τίτον Φλάουιον Ἀτείμητον Πειραιέα τὸν γενόμενον ἀφ ἑστίας Τίτου Φλαουίου Ἀγάθωνος Πειραιέως υἱὸν ἡ μήτηρ Παπία Ὀνησίμη Παπί ου Ὀνησίμου Βησαιέως θυγάτηρ τὸν υἱὸν τοῖν Θεοῖν","IG II2 3656","Institution","Athenian","","Public","","","","","Athenian","Athenian with Roman Citizenship","","Male","","","Peiraius",587,1000,2434,f,f
"587","Onesime Papiou","T. Fl. Ateimetos Peiraieus","Statue Base for T. Fl. Ateiemtos Son of T. Fl. Agathon of Peiraieus, Hearth-Initiate","Column/Herm","Dedication","",250.5,99,32,187,"κατὰ τὸ ἐπερώτημα τῶν σεμνοτάτων Ἀρεοπαγειτῶν Τίτον Φλάουιον Ἀτείμητον Πειραιέα τὸν γενόμενον ἀφ ἑστίας Τίτου Φλαουίου Ἀγάθωνος Πειραιέως υἱὸν ἡ μήτηρ Παπία Ὀνησίμη Παπί ου Ὀνησίμου Βησαιέως θυγάτηρ τὸν υἱὸν τοῖν Θεοῖν","IG II2 3656","Person","Athenian","Athenian without Roman Citizenship","","Female","","","Besa","Athenian","Athenian with Roman Citizenship","","Male","","","Peiraius",587,2436,2434,f,f
"588","Areopagus","Sabeiniane Hamillo","Statue Base for Sabeiniane Hamillo, Priestess of Athena Polias, Probably Not from the Sanctuary","Other/Fragment","Dedication","",250.5,99,31,164,"ἱέρειαν Πολιάδος Ἀθηνᾶς καθ ὑπομνηματισμὸν τῆς ἐξ Ἀρείου πάγου βουλῆς καὶ ἐπερώτημα τῆς βουλῆς τῶν Φ καὶ τοῦ δήμου τὸ γένος τὸ Πραξιεργιδῶν Σαβεινιανὴν Ἁμιλλὼν εὐσεβείας τῆς περὶ τὴν Θεὸν ἕνεκεν","IG II2 3678","Institution","Athenian","","Public","","","","","Athenian","Athenian with Roman Citizenship","","Female","","","",588,1000,2439,f,f
"588","Boule","Sabeiniane Hamillo","Statue Base for Sabeiniane Hamillo, Priestess of Athena Polias, Probably Not from the Sanctuary","Other/Fragment","Dedication","",250.5,99,31,164,"ἱέρειαν Πολιάδος Ἀθηνᾶς καθ ὑπομνηματισμὸν τῆς ἐξ Ἀρείου πάγου βουλῆς καὶ ἐπερώτημα τῆς βουλῆς τῶν Φ καὶ τοῦ δήμου τὸ γένος τὸ Πραξιεργιδῶν Σαβεινιανὴν Ἁμιλλὼν εὐσεβείας τῆς περὶ τὴν Θεὸν ἕνεκεν","IG II2 3678","Institution","Athenian","","Public","","","","","Athenian","Athenian with Roman Citizenship","","Female","","","",588,1001,2439,f,f
"588","Demos","Sabeiniane Hamillo","Statue Base for Sabeiniane Hamillo, Priestess of Athena Polias, Probably Not from the Sanctuary","Other/Fragment","Dedication","",250.5,99,31,164,"ἱέρειαν Πολιάδος Ἀθηνᾶς καθ ὑπομνηματισμὸν τῆς ἐξ Ἀρείου πάγου βουλῆς καὶ ἐπερώτημα τῆς βουλῆς τῶν Φ καὶ τοῦ δήμου τὸ γένος τὸ Πραξιεργιδῶν Σαβεινιανὴν Ἁμιλλὼν εὐσεβείας τῆς περὶ τὴν Θεὸν ἕνεκεν","IG II2 3678","Institution","Athenian","","Public","","","","","Athenian","Athenian with Roman Citizenship","","Female","","","",588,1002,2439,f,f
"588","Praxiergidai","Sabeiniane Hamillo","Statue Base for Sabeiniane Hamillo, Priestess of Athena Polias, Probably Not from the Sanctuary","Other/Fragment","Dedication","",250.5,99,31,164,"ἱέρειαν Πολιάδος Ἀθηνᾶς καθ ὑπομνηματισμὸν τῆς ἐξ Ἀρείου πάγου βουλῆς καὶ ἐπερώτημα τῆς βουλῆς τῶν Φ καὶ τοῦ δήμου τὸ γένος τὸ Πραξιεργιδῶν Σαβεινιανὴν Ἁμιλλὼν εὐσεβείας τῆς περὶ τὴν Θεὸν ἕνεκεν","IG II2 3678","Institution","Athenian","","Genos","","","","","Athenian","Athenian with Roman Citizenship","","Female","","","",588,1020,2439,f,f
"621","P. Ail Apollonios","P. Ail. Herennia P. Ail. Apolloniou","P. Ael. Herennia, Daughter of P. Ael. Apollonios, Hearth Initiate","Base","Dedication","",200,50,61,348,"ἀγαθῆι τύχηι τοῖν Θεοῖν τὴν ἀφ ἑστίας μύστιν Ποπλίαν Αἰλίαν Ἑρεννίαν Ποπλίου Αἰλίου Ἀπολ λωνίου θυγατέρα ἄρξαντος τὴν ἐπώνυμον ἀρχὴν καὶ ἄρξαντος τὴν τοῦ βασιλέως ἀρχὴν καὶ στρατηγήσαντος ἐπὶ τοὺς ὁπλείτας καὶ ἐπιμελησαμένου τῆς γυμνασιαρχίας καὶ κηρυκεύσαντος τῆς ἐξ Ἀρείου πάγου βουλῆς ἡ μήτηρ Ποπλία Αἰλία Ἑρεννία τὴν ἀπὸ Κόνωνος καὶ Καλλιμάχου παρὰ τὸν πρό θειον Πόπλιον Αἴλιον Διονύσιον τὸν δᾳδουχήσαντα","IG II2 3688","Person","Athenian","Athenian with Roman Citizenship","","Male","Publii Aelii Dionysii","Publii Aelii Dionysii","","Athenian","Athenian with Roman Citizenship","","Female","Publii Aelii Dionysii","Publii Aelii Dionysii","",621,2453,2452,f,f
"621","P. Ail. Herennia","P. Ail. Herennia P. Ail. Apolloniou","P. Ael. Herennia, Daughter of P. Ael. Apollonios, Hearth Initiate","Base","Dedication","",200,50,61,348,"ἀγαθῆι τύχηι τοῖν Θεοῖν τὴν ἀφ ἑστίας μύστιν Ποπλίαν Αἰλίαν Ἑρεννίαν Ποπλίου Αἰλίου Ἀπολ λωνίου θυγατέρα ἄρξαντος τὴν ἐπώνυμον ἀρχὴν καὶ ἄρξαντος τὴν τοῦ βασιλέως ἀρχὴν καὶ στρατηγήσαντος ἐπὶ τοὺς ὁπλείτας καὶ ἐπιμελησαμένου τῆς γυμνασιαρχίας καὶ κηρυκεύσαντος τῆς ἐξ Ἀρείου πάγου βουλῆς ἡ μήτηρ Ποπλία Αἰλία Ἑρεννία τὴν ἀπὸ Κόνωνος καὶ Καλλιμάχου παρὰ τὸν πρό θειον Πόπλιον Αἴλιον Διονύσιον τὸν δᾳδουχήσαντα","IG II2 3688","Person","Athenian","Athenian with Roman Citizenship","","Female","Publii Aelii Dionysii","Publii Aelii Dionysii","","Athenian","Athenian with Roman Citizenship","","Female","Publii Aelii Dionysii","Publii Aelii Dionysii","",621,2454,2452,f,f
"623","Areopagus","Sekoundos the Eumolpid","Statue Base for a Sekoundos, Eumolpid","Base","Dedication","",200,10,14,77,"κατὰ τὰ δόξαντα τῇ ἐξ Ἀρείου πάγου βουλῇ Σεκοῦνδον Ἀττικὸς Εὐδόξου Σφήττιος τὸν Εὐμολπίδην","IG II2 3659","Institution","Athenian","","Public","","","","","Roman","Non-Athenian","","Male","","","",623,1000,2461,f,f
"624","Sacred Gerousia","M. Aur. Prosdektos Pistokrates","Statue Base for a M. Aur. Prosdektos Pistokratous Kephalethen","Base","Dedication","Before the Telestrion",200,10,37,233,"Δήμητρι καὶ Κόρηι ἡ ἱερὰ γερουσία Μᾶρκον Αὐρήλιον λιθοφόρον Πρόσδεκτον Πιστοκράτους Κεφαλῆθεν πρεσβεύσαντα προῖκα τιμηθέντα δὲ ὑπὸ θεοῦ Κομμόδου τῇ Ῥωμαίων πολιτείᾳ ἄρξαντα τοῦ Κηρύκων γένους ἄρξαν τα τῆς ἱερᾶς γερουσίας εὐσεβείας ἕνεκα Ἀττικὸς Εὐδόξου Σφήττιος ἐποίησε","IG II2 3658","Institution","Panhellenic","","Public","","","","","Athenian","Athenian with Roman Citizenship","","Male","","","Kephale",624,1013,2463,f,f
"628","Xenagoras I","Xenagoras II  Xenagorou","Statue Base for Xenagoras, Son of Xenagoras and Praxagora","Base","Verse","",313,24,11,64,"παῖδα Ξειναγόρα καὶ Πραξαγόρας ἐσορᾷς με τὸν μύστην Δηοῦς Ξειναγόραν ὄνομα","IG II2 3686","Person","Athenian","Athenian without Roman Citizenship","","Male","Praxagorid","Claudii of Melite","Melite","Athenian","Athenian without Roman Citizenship","","Male","Praxagorid","Claudii of Melite","Melite",628,2469,2468,f,f
"628","Praxagora [?]","Xenagoras II  Xenagorou","Statue Base for Xenagoras, Son of Xenagoras and Praxagora","Base","Verse","",313,24,11,64,"παῖδα Ξειναγόρα καὶ Πραξαγόρας ἐσορᾷς με τὸν μύστην Δηοῦς Ξειναγόραν ὄνομα","IG II2 3686","Person","Athenian","Athenian without Roman Citizenship","","Female","Praxagorid","Claudii of Melite","Melite","Athenian","Athenian without Roman Citizenship","","Male","Praxagorid","Claudii of Melite","Melite",628,2470,2468,f,f
"629","Licinius Kallistomakhos","Kl. Kallistomakhos","Statue Base for an Unknown Sister of Likinios Kallistomakhos","Base","Dedication","Before the Telestrion",205,10,39,212,"εως καὶ ἐπιτρόπου τοῦ ἱερωτάτου ταμιείου τῆς Ἀσίας καὶ τὴν καθέδραν ἔχοντος ἐν τῇ βασιλευούσῃ πό λει Ῥωμαίων τοῦ σοφιστοῦ τὴν γυναῖκα τῆς εἰς τὴν πατρίδα καὶ τὸν ἄνδρα εὐνοίας Λικίννιος Καλλιστόμαχος τὴν ἀδελφὴν τὴν προτήθην ος Κλαύδιος Καλλιστόμαχος","IG II2 4067","Person","Athenian","Athenian with Roman Citizenship","","Male","","","","Athenian","Athenian with Roman Citizenship","","Male","","","",629,2471,2472,f,f
"630","Areopagus","Fl. Plautianos","Statue Base for Ful. Plautianos","Base","Dedication","Before the Telestrion",204,2,31,204,"οἰκεῖον τῶν μεγίστων καὶ θειοτάτων αὐτοκρατόρων Λουκίου Σεπτιμίου Σεουήρου Εὐσεβοῦς Περ τίνακος Σεβαστοῦ καὶ Μάρκου Αὐρηλίου Ἀντωνείνου καὶ Ποπλίου Σεπτιμίου Γέτα Καίσαρος δὶς ὕπατον Φούλβιον Πλαυτιανὸν προστάτην καὶ εὐεργέτην ἡ πόλις","IG II2 4216","Institution","Athenian","","Public","","","","","Athenian","Athenian with Roman Citizenship","","Male","","","",630,1000,2475,f,f
"630","Boule","Fl. Plautianos","Statue Base for Ful. Plautianos","Base","Dedication","Before the Telestrion",204,2,31,204,"οἰκεῖον τῶν μεγίστων καὶ θειοτάτων αὐτοκρατόρων Λουκίου Σεπτιμίου Σεουήρου Εὐσεβοῦς Περ τίνακος Σεβαστοῦ καὶ Μάρκου Αὐρηλίου Ἀντωνείνου καὶ Ποπλίου Σεπτιμίου Γέτα Καίσαρος δὶς ὕπατον Φούλβιον Πλαυτιανὸν προστάτην καὶ εὐεργέτην ἡ πόλις","IG II2 4216","Institution","Athenian","","Public","","","","","Athenian","Athenian with Roman Citizenship","","Male","","","",630,1001,2475,f,f
"630","Demos","Fl. Plautianos","Statue Base for Ful. Plautianos","Base","Dedication","Before the Telestrion",204,2,31,204,"οἰκεῖον τῶν μεγίστων καὶ θειοτάτων αὐτοκρατόρων Λουκίου Σεπτιμίου Σεουήρου Εὐσεβοῦς Περ τίνακος Σεβαστοῦ καὶ Μάρκου Αὐρηλίου Ἀντωνείνου καὶ Ποπλίου Σεπτιμίου Γέτα Καίσαρος δὶς ὕπατον Φούλβιον Πλαυτιανὸν προστάτην καὶ εὐεργέτην ἡ πόλις","IG II2 4216","Institution","Athenian","","Public","","","","","Athenian","Athenian with Roman Citizenship","","Male","","","",630,1002,2475,f,f
"632","Areopagus","Kl. Menandra II","Statue Base for Kl. Menandra, Daughter of the Daduch Kl. Philippos","Base","Dedication","Before the Telestrion",210,10,32,169,"ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν Φ καὶ ὁ δῆμος ὁ Ἀθηναίων Κλαυδί αν Μενάνδραν Κλαυδίου Φιλίππου τοῦ δᾳδουχήσαντος θυγατέρα Κλαυδίου Δημοστράτου ἔγγονον Αἰλίου Πραξαγόρου ἀ πόγονον ἀρετῆς ἕνεκεν","IG II2 4088","Institution","Athenian","","Public","","","","","Athenian","Athenian with Roman Citizenship","","Female","Praxagorid","Claudii of Melite","Melite",632,1000,2477,f,f
"632","Boule","Kl. Menandra II","Statue Base for Kl. Menandra, Daughter of the Daduch Kl. Philippos","Base","Dedication","Before the Telestrion",210,10,32,169,"ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν Φ καὶ ὁ δῆμος ὁ Ἀθηναίων Κλαυδί αν Μενάνδραν Κλαυδίου Φιλίππου τοῦ δᾳδουχήσαντος θυγατέρα Κλαυδίου Δημοστράτου ἔγγονον Αἰλίου Πραξαγόρου ἀ πόγονον ἀρετῆς ἕνεκεν","IG II2 4088","Institution","Athenian","","Public","","","","","Athenian","Athenian with Roman Citizenship","","Female","Praxagorid","Claudii of Melite","Melite",632,1001,2477,f,f
"632","Demos","Kl. Menandra II","Statue Base for Kl. Menandra, Daughter of the Daduch Kl. Philippos","Base","Dedication","Before the Telestrion",210,10,32,169,"ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν Φ καὶ ὁ δῆμος ὁ Ἀθηναίων Κλαυδί αν Μενάνδραν Κλαυδίου Φιλίππου τοῦ δᾳδουχήσαντος θυγατέρα Κλαυδίου Δημοστράτου ἔγγονον Αἰλίου Πραξαγόρου ἀ πόγονον ἀρετῆς ἕνεκεν","IG II2 4088","Institution","Athenian","","Public","","","","","Athenian","Athenian with Roman Citizenship","","Female","Praxagorid","Claudii of Melite","Melite",632,1002,2477,f,f
"633","Areopagus","Roupheina","Statue Base for Rouphenia, Mother of Iul. the Hierokeryx","Base","Dedication","",217.5,15,29,183,"ίαν Ῥουφεῖναν Ἰούλιος Μουσώνιος κῆρυξ τῆς ἐξ Ἀρείου πάγου βουλῆς στρατηγὸς ἐπὶ τοὺς ὁπλίτας ἀγωνοθέτης Ὀλυμπιείων Διὸς Ὀλυμπίου ἱερεὺς Ἀθήνησιν φαιδυντὴς ἐν Ὀλυμπίᾳ τὴν ἀρίστην γυναῖκα Ἰουλίου Ἱεροκήρυκος μητέρα","IG II2 4075,IG II2 4083","Institution","Athenian","","Public","","","","","Roman","Non-Athenian","","Female","","","",633,1000,2478,f,f
"634","Areopagus","Ptolemais Serenou Gaza","Statue Base for Ptolemaios, Son of Serenos of Gaza","Base","Dedication","",206.5,11,30,176,"Πτολεμαῖον Σερήνου φοινικάρχου υἱὸν Γαζαῖον καὶ ἄλλων πόλεων πολίτην εὐνοίας ἕνεκεν τῆς εἰς τὴν πόλιν καὶ ἀρετῆς καὶ τῆς περὶ λόγους ἀσκήσεως ἀμειβόμενοι ἀνέστησαν οἱ σεμνότατοι Ἀρεοπαγῖται παρὰ ταῖς Θεαῖς","IG II2 3817","Institution","Athenian","","Public","","","","","Other Greek","Non-Athenian","","Male","","","",634,1000,2481,f,f
"635","Areopagus","Aur. Magna","Statue Base for Aur. Magna, Hearth-Initiate","Base","Dedication","",217,10,26,149,"κατὰ τὸ ἐπερώτημα τῶν σεμνοτάτων Ἀρεοπαγειτῶν τὴν ἀφ ἑστίας Αὐρηλίαν Μάγναν τὴν καὶ Ἑρμιόνην οἱ γονεῖς Αὐρήλιος Ἐπαφρό δειτος Ἀσκληπιάδου Πιτθεὺς καὶ Αὐρηλία Μάγνα ἐκ Πιτθέων","IG II2 3637","Institution","Athenian","","Public","","","","","Athenian","Athenian with Roman Citizenship","","Female","","","Pithos",635,1000,2482,f,f
"635","Aur. Epaphrodeitos Asklepiadou","Aur. Magna","Statue Base for Aur. Magna, Hearth-Initiate","Base","Dedication","",217,10,26,149,"κατὰ τὸ ἐπερώτημα τῶν σεμνοτάτων Ἀρεοπαγειτῶν τὴν ἀφ ἑστίας Αὐρηλίαν Μάγναν τὴν καὶ Ἑρμιόνην οἱ γονεῖς Αὐρήλιος Ἐπαφρό δειτος Ἀσκληπιάδου Πιτθεὺς καὶ Αὐρηλία Μάγνα ἐκ Πιτθέων","IG II2 3637","Person","Athenian","Athenian with Roman Citizenship","","Male","","","Pithos","Athenian","Athenian with Roman Citizenship","","Female","","","Pithos",635,2484,2482,f,f
"635","Aur. Magna II Magnou","Aur. Magna","Statue Base for Aur. Magna, Hearth-Initiate","Base","Dedication","",217,10,26,149,"κατὰ τὸ ἐπερώτημα τῶν σεμνοτάτων Ἀρεοπαγειτῶν τὴν ἀφ ἑστίας Αὐρηλίαν Μάγναν τὴν καὶ Ἑρμιόνην οἱ γονεῖς Αὐρήλιος Ἐπαφρό δειτος Ἀσκληπιάδου Πιτθεὺς καὶ Αὐρηλία Μάγνα ἐκ Πιτθέων","IG II2 3637","Person","Athenian","Athenian with Roman Citizenship","","Female","","","Pithos","Athenian","Athenian with Roman Citizenship","","Female","","","Pithos",635,2485,2482,f,f
"636","Boule","Aur. Paramona Paramonou","Statue Base for Aur. Paramona, Daughter of Aur. Paramonos of Lamptrai, Heath-Initiate","Base","Dedication","",217,10,21,126,"κατὰ τὸ ἐπερώτημα τῆς σεμνοτάτης βουλῆς τῶν Φ τὴν ἀφ ἑστίας Αὐρηλίαν Παραμόναν Αὐρηλίου Παραμόνου θυγατέρα Λαμπτρέως μητρὸς δὲ Αὐρηλίας Δηιδαμείας","IG II2 3638","Institution","Athenian","","Public","","","","","Athenian","Athenian with Roman Citizenship","","Female","","","Lamptrai",636,1001,2486,f,f
"645","Areopagus","Casianus Hierokeryx","Statue Base for Kassianos, Hierokeryx","Base","Dedication","Before the Telestrion",236,10,16,117,"ἡ πόλις τὸν ἀφ ἑστίας μύστην Κασιανὸν ἱεροκήρυκα πρεσβεύσαντα οἴκοθεν εἰς Βρεταννίαν ἀγωνοθετήσαντα Ἁδριανείων στρατηγήσαντα ἄρξαντα","IG II2 3707","Institution","Athenian","","Public","","","","","Athenian","Athenian with Roman Citizenship","","Male","Casiani of Steiria","Casiani of Steiria","Steiria",645,1000,2503,f,f
"645","Boule","Casianus Hierokeryx","Statue Base for Kassianos, Hierokeryx","Base","Dedication","Before the Telestrion",236,10,16,117,"ἡ πόλις τὸν ἀφ ἑστίας μύστην Κασιανὸν ἱεροκήρυκα πρεσβεύσαντα οἴκοθεν εἰς Βρεταννίαν ἀγωνοθετήσαντα Ἁδριανείων στρατηγήσαντα ἄρξαντα","IG II2 3707","Institution","Athenian","","Public","","","","","Athenian","Athenian with Roman Citizenship","","Male","Casiani of Steiria","Casiani of Steiria","Steiria",645,1001,2503,f,f
"645","Demos","Casianus Hierokeryx","Statue Base for Kassianos, Hierokeryx","Base","Dedication","Before the Telestrion",236,10,16,117,"ἡ πόλις τὸν ἀφ ἑστίας μύστην Κασιανὸν ἱεροκήρυκα πρεσβεύσαντα οἴκοθεν εἰς Βρεταννίαν ἀγωνοθετήσαντα Ἁδριανείων στρατηγήσαντα ἄρξαντα","IG II2 3707","Institution","Athenian","","Public","","","","","Athenian","Athenian with Roman Citizenship","","Male","Casiani of Steiria","Casiani of Steiria","Steiria",645,1002,2503,f,f
"654","Areopagus","Aerarius Sospatros, Daduch","Statue Base for Aerarios Sosipatros, Daduch","Base","Dedication","",275,50,11,77,"ἡ πόλις Αἰράριον Σωσίπατρον δᾳδοῦχον Δαμοτέλους καὶ Θισβιανοῦ τῶν δᾳδουχησάντων ἔγγονον","IG II2 3715","Institution","Athenian","","Public","","","","","Athenian","Athenian with Roman Citizenship","","Male","","","",654,1000,2517,f,f
"654","Boule","Aerarius Sospatros, Daduch","Statue Base for Aerarios Sosipatros, Daduch","Base","Dedication","",275,50,11,77,"ἡ πόλις Αἰράριον Σωσίπατρον δᾳδοῦχον Δαμοτέλους καὶ Θισβιανοῦ τῶν δᾳδουχησάντων ἔγγονον","IG II2 3715","Institution","Athenian","","Public","","","","","Athenian","Athenian with Roman Citizenship","","Male","","","",654,1001,2517,f,f
"654","Demos","Aerarius Sospatros, Daduch","Statue Base for Aerarios Sosipatros, Daduch","Base","Dedication","",275,50,11,77,"ἡ πόλις Αἰράριον Σωσίπατρον δᾳδοῦχον Δαμοτέλους καὶ Θισβιανοῦ τῶν δᾳδουχησάντων ἔγγονον","IG II2 3715","Institution","Athenian","","Public","","","","","Athenian","Athenian with Roman Citizenship","","Male","","","",654,1002,2517,f,f
"660","Demos","Emperor Maximianus","Statue Base for the Emperors Diocletian and Maximianus","Base","Dedication","",295.5,19,16,124,"Αὐτοκράτορα Γάιον Αὐρήλιον Οὐαλέριον Διοκλητιανὸν καὶ Αὐτοκράτορα Μᾶρκον Αὐρήλιον Οὐαλέριον Μαξιμιανὸν ὁ δῆμος τοὺς ἐπιφανεστάτους Καίσαρας","IG II2 3422","Institution","Athenian","","Public","","","","","Imperial Family Member","Non-Athenian","","Male","","","",660,1002,2533,f,f
"291","Khrysothemis Phaidrou","Phaidros Lysiadou","Statue Base of Phaidros Lysiadrou Berenikides, Dedicated by his Daughter Khrysothemis Phaidrou Berenikides","Base","Dedication","",-40,10,13,93,"Χρυσόθεμις Φαίδρου Βερενικίδου θυγάτηρ τὸν πατέρα Φαῖδρον Λυσιάδου Βερενικίδην Δήμητρι καὶ Κόρηι ἀνέθηκεν","IG II2 3513,SEG 57 42","Person","Athenian","Athenian without Roman Citizenship","","Female","Lysiadidai","","Berenikidai","Athenian","Athenian without Roman Citizenship","","Male","Lysiadidai","","Berenikidai",675,2042,2043,f,f
