ID,Text,Clean Text,Diplomatic Text
299,"1
            
            Λαμίδι[ον Ἀπ]ολήξιδος ἐξ [Οἴου]
          
          
            
              
            
            θυγατέ[ρα] ὁ̣ πατὴρ καὶ ἡ μή̣[τηρ]
          
          
            
              
            
            Λαδάμει[α Λ]υσάνδρου Πειραιέ[ως]
          
          
            
              
            
            θυγάτηρ ἀ̣φ’ ἑστίας μυηθεῖσ[αν]
          
          
            
              5
            
            Δήμητρ[ι κ]αὶ Κόρηι ἀνέθηκ[αν].",Λαμίδιον Ἀπολήξιδος ἐξ Οἴου θυγατέρα ὁ̣ πατὴρ καὶ ἡ μή̣τηρ Λαδάμεια Λυσάνδρου Πειραιέως θυγάτηρ ἀ̣φ’ ἑστίας μυηθεῖσαν Δήμητρι καὶ Κόρηι ἀνέθηκαν,Λαμίδιολήξιδος ἐξ θυγατέ ὁ̣ πατὴρ καὶ ἡ μή̣ Λαδάμειυσάνδρου Πειραιέ θυγάτηρ ἀ̣φ’ ἑστίας μυηθεῖσ Δήμητραὶ Κόρηι ἀνέθηκ
298,"1
            
                                    [ὁ δῆ]μος
          
          
            
              
            
            [δαιδοῦχον Θεόφρ]αστο[ν δαιδούχου]
          
          
            
              
            
            [Θεμιστοκλέ]ους [Ἁ]γνούσ[ιον ἀρετῆς]
          
          
            
              
            
            [ἕνεκα καὶ εὐ]νοίας τῆς εἰς [ἑαυτὸν καὶ τῆς]
          
          
            
              5
            
            [πρὸς τὰς θεὰ]ς εὐσεβείας Δή[μητρι καὶ Κόρηι]
          
          
            
              
            
                                        ἀνέθηκεν.",ὁ δῆμος δαιδοῦχον Θεόφραστον δαιδούχου Θεμιστοκλέους Ἁγνούσιον ἀρετῆς ἕνεκα καὶ εὐνοίας τῆς εἰς ἑαυτὸν καὶ τῆς πρὸς τὰς θεὰς εὐσεβείας Δήμητρι καὶ Κόρηι ἀνέθηκεν,μος αστο ους γνούσ νοίας τῆς εἰς ς εὐσεβείας Δή ἀνέθηκεν
297,"1
            
            [Σεβαστὸν Καίσ]α̣ρα Δία Βουλαῖ̣[ον καὶ — — — —]
          
          
            
              
            
            [— — — — — ὁ ἱερε]ὺ̣ς αὐτοῦ v καὶ ἀ̣[γωνοθέτης?]
          
          
            
              
            
            [— — — — καὶ κῆρυξ β]ουλῆς καὶ δ[ήμου Καλλι]-
          
          
            
              
            
            [κρατίδης Συνδρόμου Τρικ]ο̣ρ̣ύ̣σ̣[ιος — — — — —]
          
          
            
              
            
            [— — — — — — — — — — — — — — — — — — —]",Σεβαστὸν Καίσα̣ρα Δία Βουλαῖ̣ον καὶ ὁ ἱερεὺ̣ς αὐτοῦ καὶ ἀ̣γωνοθέτης καὶ κῆρυξ βουλῆς καὶ δήμου Καλλι κρατίδης Συνδρόμου Τρικο̣ρ̣ύ̣σ̣ιος,α̣ρα Δία Βουλαῖ̣ ὺ̣ς αὐτοῦ καὶ ἀ̣ ουλῆς καὶ δ ο̣ρ̣ύ̣σ̣
295,"1
            
            ὁ δῆμος καὶ ἡ βουλὴ
          
          
            
              
            
            ἡ ἐξ Ἀρήου πάγου καὶ
          
          
            
              
            
            ἡ βουλὴ τῶν ἑξακοσίων
          
          
            
              
            
            τὸν ἐπὶ τοὺς ὁπλείτας
          
          
            
              5
            
            στρατηγὸν Καλλικρατίδην
          
          
            
              
            
            Συνδρόμου Τρικορύσιον
          
          
            
              
            
            προνοηθέντα το̣[ῦ περ]ὶ̣ τὴν
          
          
            
              
            
            πανήγυριν κόσμ̣[ου ἀρε]τ̣ῆ̣ς̣
          
          
            
              
            
            [ἕνεκεν] κα̣[ὶ φιλοτιμίας]
          
          
            
              10
            
            καὶ εὐ[σεβείας τῆς πρὸς τὼ θεώ].",ὁ δῆμος καὶ ἡ βουλὴ ἡ ἐξ Ἀρήου πάγου καὶ ἡ βουλὴ τῶν ἑξακοσίων τὸν ἐπὶ τοὺς ὁπλείτας στρατηγὸν Καλλικρατίδην Συνδρόμου Τρικορύσιον προνοηθέντα το̣ῦ περὶ̣ τὴν πανήγυριν κόσμ̣ου ἀρετ̣ῆ̣ς̣ ἕνεκεν κα̣ὶ φιλοτιμίας καὶ εὐσεβείας τῆς πρὸς τὼ θεώ,ὁ δῆμος καὶ ἡ βουλὴ ἡ ἐξ Ἀρήου πάγου καὶ ἡ βουλὴ τῶν ἑξακοσίων τὸν ἐπὶ τοὺς ὁπλείτας στρατηγὸν Καλλικρατίδην Συνδρόμου Τρικορύσιον προνοηθέντα το̣ὶ̣ τὴν πανήγυριν κόσμ̣τ̣ῆ̣ς̣ κα̣ καὶ εὐ
294,"[— — — — — —]
          
          
            
              
            
            [Μ]ᾶ̣ρκον Τίτιον
          
          
            
              
            
                   Λευκίου ὑὸν
          
          
            
              
            
            ἀρετῆς ἕνεκα καὶ εὐνοίας.
          
          
            
              
            
                        vacat",Μᾶ̣ρκον Τίτιον Λευκίου ὑὸν ἀρετῆς ἕνεκα καὶ εὐνοίας,ᾶ̣ρκον Τίτιον Λευκίου ὑὸν ἀρετῆς ἕνεκα καὶ εὐνοίας
293,"1
            
            R vvvvvv Γάιος Κρεπέριος v Γαίου ὑὸς v Δήμητρι v καὶ Κόρῃ.",Γάιος Κρεπέριος Γαίου ὑὸς Δήμητρι καὶ Κόρῃ,Γάιος Κρεπέριος Γαίου ὑὸς Δήμητρι καὶ Κόρῃ
292,"1
            
                       ὁ δῆμος
          
          
            
              
            
            Σεμπρωνίαν Λευκίου θυ-
          
          
            
              
            
            γ̣ατέρα, Λευκίου Γελλίου Πο-
          
          
            
              
            
            πλικόλα γυναῖκα, ἀρετῆς
          
          
            
              5
            
                            ἕνεκ<⁶¹α>⁶¹.",ὁ δῆμος Σεμπρωνίαν Λευκίου θυ γ̣ατέρα Λευκίου Γελλίου Πο πλικόλα γυναῖκα ἀρετῆς ἕνεκα,ὁ δῆμος Σεμπρωνίαν Λευκίου θυ γ̣ατέρα Λευκίου Γελλίου Πο πλικόλα γυναῖκα ἀρετῆς ἕνεκ
290,"1
            
            [Ap(pius) Claudi]us Ap(pii) f(ilius) Pulche[r] propylum Cere[ri]
          
          
            
              
            
            [et Proserpi]nae co(n)s(ul) vovit, [im]perato[r coepit]
          
          
            
              
            
            [Pulcher Clau]dius et Rex Mar[cius fec]ẹṛun[t ex testam(ento)].",ẹṛ,ẹṛ
289,"1
            
                  ὁ δῆμος
          
          
            
              
            
              Λεύκιον Μ[ο]υνάτιο̣ν
          
          
            
              
            
            Λευκίου ὑ̣ὸν Πλάγκο̣ν
          
          
            
              
            
            αὐτοκράτορα ἀρετ[ῆς]
          
          
            
              5
            
            [ἕ]ν̣ε̣κ[α] καὶ εὐεργεσία[ς].",ὁ δῆμος Λεύκιον Μουνάτιο̣ν Λευκίου ὑ̣ὸν Πλάγκο̣ν αὐτοκράτορα ἀρετῆς ἕν̣ε̣κα καὶ εὐεργεσίας,ὁ δῆμος Λεύκιον Μυνάτιο̣ν Λευκίου ὑ̣ὸν Πλάγκο̣ν αὐτοκράτορα ἀρετ ν̣ε̣κ καὶ εὐεργεσία
288,"1
            
                            ὁ δῆμος
          
          
            
              
            
            Ἱερόφαντιν Ἀμφίου Φιλά[δου θυγατέ]-
          
          
            
              
            
            ρα εὐσεβήας ἕνεκεν τῆς [πρὸς τὰς]
          
          
            
              
            
            θεὰς ἀνέθηκεν.",ὁ δῆμος Ἱερόφαντιν Ἀμφίου Φιλάδου θυγατέ ρα εὐσεβήας ἕνεκεν τῆς πρὸς τὰς θεὰς ἀνέθηκεν,ὁ δῆμος Ἱερόφαντιν Ἀμφίου Φιλά ρα εὐσεβήας ἕνεκεν τῆς θεὰς ἀνέθηκεν
287,"1
            
              Κόιντος Πομπήιος Αὔλου υἱ̣[ὸς]
          
          
            
              
            
                          ἐποίει καὶ ἀνέθηκε
          
          
            
              
            
              σὺν ἀδελφοῖς Αὔλωι καὶ Σέξτωι
          
          
            
              
            
                                  Αἰῶνα
          
          
            
              5
            
              εἰς κράτος Ῥώμης καὶ διαμονὴν
          
          
            
              
            
                                μυστηρίων.
          
          
            
              
            
              Αἰὼν ὁ αὐτὸς ἐν τοῖς αὐτοῖς αἰεὶ
          
          
            
              
            
              φύσει θείαι μένων κόσμος τε εἷς
          
          
            
              
            
              κατὰ τὰ αὐτά, ὁποῖος ἔστι καὶ ἦν
          
          
            
              10
            
              καὶ ἔσται, ἀρχὴν μεσότητα τέλος
          
          
            
              
            
              οὐκ ἔχων, μεταβολῆς ἀμέτοχος,
          
          
            
              
            
            θείας φύσεως ἐργάτης αἰωνίου πάντα.",Κόιντος Πομπήιος Αὔλου υἱ̣ὸς ἐποίει καὶ ἀνέθηκε σὺν ἀδελφοῖς Αὔλωι καὶ Σέξτωι Αἰῶνα εἰς κράτος Ῥώμης καὶ διαμονὴν μυστηρίων Αἰὼν ὁ αὐτὸς ἐν τοῖς αὐτοῖς αἰεὶ φύσει θείαι μένων κόσμος τε εἷς κατὰ τὰ αὐτά ὁποῖος ἔστι καὶ ἦν καὶ ἔσται ἀρχὴν μεσότητα τέλος οὐκ ἔχων μεταβολῆς ἀμέτοχος θείας φύσεως ἐργάτης αἰωνίου πάντα,Κόιντος Πομπήιος Αὔλου υἱ̣ ἐποίει καὶ ἀνέθηκε σὺν ἀδελφοῖς Αὔλωι καὶ Σέξτωι Αἰῶνα εἰς κράτος Ῥώμης καὶ διαμονὴν μυστηρίων Αἰὼν ὁ αὐτὸς ἐν τοῖς αὐτοῖς αἰεὶ φύσει θείαι μένων κόσμος τε εἷς κατὰ τὰ αὐτά ὁποῖος ἔστι καὶ ἦν καὶ ἔσται ἀρχὴν μεσότητα τέλος οὐκ ἔχων μεταβολῆς ἀμέτοχος θείας φύσεως ἐργάτης αἰωνίου πάντα
286,"1
            
                                       ὁ δῆ̣μ̣ος
          
          
            
              
            
            [Δ]ιονύσιον Ἀθηναγόρου Μελιτέα
          
          
            
              
            
              ἀρετῆς ἕνεκεν καὶ εὐνοίας
          
          
            
              
            
              τ̣ῆς εἰς ἑατὸν ἀνέθηκεν.",ὁ δῆ̣μ̣ος Διονύσιον Ἀθηναγόρου Μελιτέα ἀρετῆς ἕνεκεν καὶ εὐνοίας τ̣ῆς εἰς ἑατὸν ἀνέθηκεν,ὁ δῆ̣μ̣ος ιονύσιον Ἀθηναγόρου Μελιτέα ἀρετῆς ἕνεκεν καὶ εὐνοίας τ̣ῆς εἰς ἑατὸν ἀνέθηκεν
285,"1
            
                             [ὁ δῆμος]
          
          
            
              
            
            δαιδοῦχο[ν — — — — — — — — — — — Ἁγνού]-
          
          
            
              
            
            [σ]ι̣ον ἀρετῆς [ἕνεκεν καὶ εὐνοίας τῆς εἰς ἑαυ]-
          
          
            
              
            
            [τ]ὸν v καὶ τῆς̣ [πρὸς τὰς θ]εὰς [εὐσεβείας Δή]-
          
          
            
              5
            
            [μ]ητρι κα̣ὶ Κό̣[ρηι vvv ἀνέ]θηκ[εν].",ὁ δῆμος δαιδοῦχον Ἁγνού σι̣ον ἀρετῆς ἕνεκεν καὶ εὐνοίας τῆς εἰς ἑαυ τὸν καὶ τῆς̣ πρὸς τὰς θεὰς εὐσεβείας Δή μητρι κα̣ὶ Κό̣ρηι ἀνέθηκεν,δαιδοῦχο ι̣ον ἀρετῆς ὸν καὶ τῆς̣ εὰς ητρι κα̣ὶ Κό̣θηκ
284,"1
            
            ἐ̣πὶ ἱερέας [— — — — — — — — — —]
          
          
            
              
            
            [— — — — — — — — — — — — — —]",ἐ̣πὶ ἱερέας,ἐ̣πὶ ἱερέας
283,"col. I.1
            
            ἡ βουλὴ
          
          
            
              
            
            {²in corona:}²
          
          
            
              2
            
            κανηφο-
          
          
            
              
            
            ρήσασαν
          
          
            
              
            
              Ἴσιδι
          
          
            
              
            
             
          
          
            
              col. II.1
            
            ἡ βουλὴ
          
          
            
              
            
            {²in corona:}²
          
          
            
              2
            
            ἀφ’ ἑστίας
          
          
            
              
            
            μυηθεῖσαν.",ἡ βουλὴ : κανηφο ρήσασαν Ἴσιδι ἡ βουλὴ : ἀφ’ ἑστίας μυηθεῖσαν,ἡ βουλὴ κανηφο ρήσασαν Ἴσιδι ἡ βουλὴ ἀφ’ ἑστίας μυηθεῖσαν
282,"1
            
            [ἐπὶ ἱε]ρείας Χαιρίου τῆς Διονυσίου Μαραθωνίου θ[υγατρός].
          
          
            
              
            
                                                   vac. 0.08 m.
          
          
            
              
            
             
          
          
            
              col. I
            
            {²in corona:}²
          
          
            
              
            
            ἡ βουλὴ
          
          
            
              
            
            ὁ δῆ[μ]ος
          
          
            
              
            
            ἀφ’ ἑστίας
          
          
            
              
            
            μυηθεῖσαν
          
          
            
              
            
             
          
          
            
              col. II
            
            {²in corona:}²
          
          
            
              
            
            ἡ βουλὴ
          
          
            
              
            
            ὁ δῆμος
          
          
            
              
            
            κανηφορ̣ή-
          
          
            
              
            
            σασαν Σα-
          
          
            
              5
            
            ράπιδι.",ἐπὶ ἱερείας Χαιρίου τῆς Διονυσίου Μαραθωνίου θυγατρός : ἡ βουλὴ ὁ δῆμος ἀφ’ ἑστίας μυηθεῖσαν : ἡ βουλὴ ὁ δῆμος κανηφορ̣ή σασαν Σα ράπιδι,ρείας Χαιρίου τῆς Διονυσίου Μαραθωνίου θ ἡ βουλὴ ὁ δῆος ἀφ’ ἑστίας μυηθεῖσαν ἡ βουλὴ ὁ δῆμος κανηφορ̣ή σασαν Σα ράπιδι
281,"1
            
            [— — — — — — — — — νε]ωτέρου v
          
          
            
              
            
            [— — — — — — — —] Δήμητρι καὶ Κ̣[όρηι]
          
          
            
              
            
                                                    vac. 0.03 m.
          
          
            
              3
            
            [ἐπὶ ἱερήας Κλεοκρα]τ̣ήας
          
          
            
              
            
            [Οἰνοφίλου Ἀφιδ]ναίου
          
          
            
              5
            
            [θυγατρός].",νεωτέρου Δήμητρι καὶ Κ̣όρηι ἐπὶ ἱερήας Κλεοκρατ̣ήας Οἰνοφίλου Ἀφιδναίου θυγατρός,ωτέρου Δήμητρι καὶ Κ̣ τ̣ήας ναίου
280,"1
            
                   ὁ δῆμος
          
          
            
              
            
             Κλεὼ Διονυσίου
          
          
            
              
            
             τοῦ Λακρατείδου
          
          
            
              
            
            Ἰκαριέως θυγατέρα.",ὁ δῆμος Κλεὼ Διονυσίου τοῦ Λακρατείδου Ἰκαριέως θυγατέρα,ὁ δῆμος Κλεὼ Διονυσίου τοῦ Λακρατείδου Ἰκαριέως θυγατέρα
279,"vacat spatium trium versuum
          
          
            
              
            
            ἐπὶ ἱερείας Κλεοκρατείας τῆς
          
          
            
              
            
            Οἰνοφίλου Ἀφ̣ιδναίου θυγατρός.
          
          
            
              
            
                                vacat",ἐπὶ ἱερείας Κλεοκρατείας τῆς Οἰνοφίλου Ἀφ̣ιδναίου θυγατρός,ἐπὶ ἱερείας Κλεοκρατείας τῆς Οἰνοφίλου Ἀφ̣ιδναίου θυγατρός
278,"1
            
            Κτησίκλεια Ἀπολλωνίου
          
          
            
              
            
            Ἀχαρνέως θ̣υ̣γάτηρ̣ τὸν
          
          
            
              
            
            ἑαυτῆς ἄνδρα Σοφοκλῆν
          
          
            
              
            
            Ξενοκλέους Ἀχαρνέα δᾳ-
          
          
            
              5
            
            δουχήσαντα Δήμητρι καὶ
          
          
            
              
            
            Κόρηι δὶς ἀνέθηκεν.",Κτησίκλεια Ἀπολλωνίου Ἀχαρνέως θ̣υ̣γάτηρ̣ τὸν ἑαυτῆς ἄνδρα Σοφοκλῆν Ξενοκλέους Ἀχαρνέα δᾳ δουχήσαντα Δήμητρι καὶ Κόρηι δὶς ἀνέθηκεν,Κτησίκλεια Ἀπολλωνίου Ἀχαρνέως θ̣υ̣γάτηρ̣ τὸν ἑαυτῆς ἄνδρα Σοφοκλῆν Ξενοκλέους Ἀχαρνέα δᾳ δουχήσαντα Δήμητρι καὶ Κόρηι δὶς ἀνέθηκεν
277,"1
            
            Κτησίκλεια Ἀπολλωνίου Ἀχαρνέως θυγάτηρ
          
          
            
              
            
            τὸν ἑαυτῆς ἄνδρα Σοφοκλῆν Ξενοκλέους
          
          
            
              
            
            Ἀχαρνέα δᾳδουχήσαντα Δήμητρι καὶ Κόρηι
          
          
            
              
            
                                      ἀνέθηκεν.",Κτησίκλεια Ἀπολλωνίου Ἀχαρνέως θυγάτηρ τὸν ἑαυτῆς ἄνδρα Σοφοκλῆν Ξενοκλέους Ἀχαρνέα δᾳδουχήσαντα Δήμητρι καὶ Κόρηι ἀνέθηκεν,Κτησίκλεια Ἀπολλωνίου Ἀχαρνέως θυγάτηρ τὸν ἑαυτῆς ἄνδρα Σοφοκλῆν Ξενοκλέους Ἀχαρνέα δᾳδουχήσαντα Δήμητρι καὶ Κόρηι ἀνέθηκεν
276,"1
            
                   ὁ δῆμος
          
          
            
              
            
            Τίτον Πινάριον
          
          
            
              
            
            Τίτου υἱὸν ἀρετῆς
          
          
            
              
            
                     ἕνεκα.",ὁ δῆμος Τίτον Πινάριον Τίτου υἱὸν ἀρετῆς ἕνεκα,ὁ δῆμος Τίτον Πινάριον Τίτου υἱὸν ἀρετῆς ἕνεκα
275,"1
            
                        ἡ βουλὴ καὶ ὁ δῆμος
          
          
            
              
            
            Μήδειον Μηδείου Πειραιέα τὸν ἐξηγητὴν
          
          
            
              
            
            ἐκ τοῦ γένους τοῦ Εὐμολπιδῶν εὐσεβείας
          
          
            
              
            
            ἕνεκα τῆς πρὸς τὼ θεὼ καὶ ἐπιμελείας καὶ
          
          
            
              5
            
            φιλοτιμίας τῆς περὶ τὴν ἐξήγησιν τῶν ἱερῶν
          
          
            
              
            
            καὶ πατρίων Δήμητρι καὶ Κόρῃ ἀνέθηκαν.
          
          
            
              
            
                                  vac. 0.04 m.
          
          
            
              7
            
            ἐπὶ ἱερείας Κλεοκρατείας τῆς Οἰνοφίλου Ἀφιδναίου θυγατρός.",ἡ βουλὴ καὶ ὁ δῆμος Μήδειον Μηδείου Πειραιέα τὸν ἐξηγητὴν ἐκ τοῦ γένους τοῦ Εὐμολπιδῶν εὐσεβείας ἕνεκα τῆς πρὸς τὼ θεὼ καὶ ἐπιμελείας καὶ φιλοτιμίας τῆς περὶ τὴν ἐξήγησιν τῶν ἱερῶν καὶ πατρίων Δήμητρι καὶ Κόρῃ ἀνέθηκαν ἐπὶ ἱερείας Κλεοκρατείας τῆς Οἰνοφίλου Ἀφιδναίου θυγατρός,ἡ βουλὴ καὶ ὁ δῆμος Μήδειον Μηδείου Πειραιέα τὸν ἐξηγητὴν ἐκ τοῦ γένους τοῦ Εὐμολπιδῶν εὐσεβείας ἕνεκα τῆς πρὸς τὼ θεὼ καὶ ἐπιμελείας καὶ φιλοτιμίας τῆς περὶ τὴν ἐξήγησιν τῶν ἱερῶν καὶ πατρίων Δήμητρι καὶ Κόρῃ ἀνέθηκαν ἐπὶ ἱερείας Κλεοκρατείας τῆς Οἰνοφίλου Ἀφιδναίου θυγατρός
274,"vac. 0.17 m.
          
          
            
              
            
            {²in corona:}²
          
          
            
              
            
            ἡ βουλὴ
          
          
            
              
            
            ἡ ἐπὶ Ἀρι-
          
          
            
              
            
            σ̣ταίου
          
          
            
              
            
            [τα]μιεύ-
          
          
            
              5
            
            [σα]ν̣τα.",: ἡ βουλὴ ἡ ἐπὶ Ἀρι σ̣ταίου ταμιεύ σαν̣τα,ἡ βουλὴ ἡ ἐπὶ Ἀρι σ̣ταίου μιεύ ν̣τα
273,"1
            
            Μήδειος Μηδείου Πειραιεὺς
          
          
            
              
            
            καὶ Διφίλα Διοκλέους Μελιτέως
          
          
            
              
            
            θυγάτηρ τὴν θυγατέρα Τιμοθέαν
          
          
            
              
            
            μυηθεῖσαν ἀφ’ ἑστίας
          
          
            
              5
            
            Δήμητρι καὶ Κόρηι ἀνέθηκαν.",Μήδειος Μηδείου Πειραιεὺς καὶ Διφίλα Διοκλέους Μελιτέως θυγάτηρ τὴν θυγατέρα Τιμοθέαν μυηθεῖσαν ἀφ’ ἑστίας Δήμητρι καὶ Κόρηι ἀνέθηκαν,Μήδειος Μηδείου Πειραιεὺς καὶ Διφίλα Διοκλέους Μελιτέως θυγάτηρ τὴν θυγατέρα Τιμοθέαν μυηθεῖσαν ἀφ’ ἑστίας Δήμητρι καὶ Κόρηι ἀνέθηκαν
